County,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate
Snyder,0,0.0,1,-2.2,stable,0.45200000000000007
Montague,0,0.0,0,-2.5,stable,0.45189999999999997
Woodford,0,0.0,0,1.0,stable,0.45189999999999997
Bartholomew,1,50.0,0,-1.6,stable,0.45180000000000003
Cook,3,110.0,25,-0.6,falling,0.4517
Lapeer,1,35.51,0,-2.6,stable,0.4515
Wilson,0,0.0,0,-1.4,stable,0.45139999999999997
Frederick,1,49.52,1,0.9,stable,0.45139999999999997
Coles,0,0.0,0,-2.6,stable,0.45130000000000003
Hancock,0,0.0,0,1.7,stable,0.45130000000000003
Vernon,0,0.0,1,-2.2,stable,0.45130000000000003
Chester,0,0.0,0,-2.8,stable,0.45120000000000005
Madison,0,0.0,1,1.6,stable,0.45120000000000005
Henry,1,55.61,0,-3.1,stable,0.4511
De Kalb,0,0.0,0,0.2,stable,0.4511
Wood,0,0.0,4,-0.1,stable,0.4511
Monroe,1,45.91,2,-4.9,stable,0.4511
Stark,2,89.21000000000001,0,0.4,stable,0.4511
Ralls,0,0.0,0,-6.5,stable,0.451
Noxubee,0,0.0,0,5.3,stable,0.451
Saginaw,0,0.0,1,0.3,stable,0.451
Calhoun,1,51.91,1,-0.2,stable,0.4509
Sampson,0,0.0,1,-2.1,stable,0.4509
Bedford,0,0.0,0,-1.7,stable,0.4509
Beaufort,1,40.39,1,-6.1,falling,0.4509
Lake,5,159.53,6,1.2,stable,0.4509
Liberty,0,0.0,1,-1.0,stable,0.4508
Phelps,0,0.0,0,6.4,stable,0.4507
Union,0,0.0,1,-0.5,stable,0.4507
Dunklin,1,28.59,3,3.4,stable,0.4507
Warren,1,50.0,2,-1.6,stable,0.45060000000000006
Franklin,0,0.0,3,3.6,stable,0.45049999999999996
Passaic,1,52.58,0,-0.8,falling,0.4504
Mecklenburg,0,0.0,1,0.9,stable,0.4504
Johnson,0,0.0,0,1.1,stable,0.4504
Yuba,0,0.0,1,-0.9,falling,0.45030000000000003
Clay,0,0.0,0,0.5,stable,0.45030000000000003
Wyandot,0,0.0,0,-2.4,stable,0.4502
Marshall,0,0.0,1,-0.6,stable,0.4502
Jersey,0,0.0,0,4.4,stable,0.4502
Miller,0,0.0,0,-2.9,stable,0.4502
Knox,0,0.0,0,6.7,stable,0.4502
Noble,0,0.0,0,-1.8,stable,0.4502
Dyer,0,0.0,0,1.4,stable,0.45010000000000006
Macon,0,0.0,0,0.3,stable,0.45010000000000006
Muskegon,7,307.28,1,-0.8,stable,0.45010000000000006
Chariton,0,0.0,1,1.7,stable,0.45010000000000006
Crisp,0,0.0,1,0.0,stable,0.45010000000000006
Ashtabula,4,142.86,2,-3.7,stable,0.4499
Summit,1,50.0,3,0.9,stable,0.4499
Dixon,0,0.0,2,3.1,stable,0.4499
Cumberland,0,0.0,1,-5.3,stable,0.4497999999999999
Washington,0,0.0,0,-4.2,stable,0.4497999999999999
Talladega,1,36.83,2,-1.0,stable,0.4497999999999999
Brown,0,0.0,0,-3.2,stable,0.4497
Van Wert,0,0.0,1,-2.2,stable,0.4497
Auglaize,0,0.0,3,-1.8,stable,0.4496
Adair,0,0.0,2,0.6,stable,0.4495
Quay,0,0.0,1,0.9,rising,0.4495
Caswell,0,0.0,0,-2.7,stable,0.4495
Butler,3,87.79,7,-2.6,falling,0.4495
Wayne,1,29.44,0,0.2,stable,0.44939999999999997
Klamath,1,0.0,2,-0.6,stable,0.44939999999999997
Davidson,0,0.0,2,-0.1,stable,0.44930000000000003
Mecklenburg,1,40.43,4,-0.2,stable,0.44930000000000003
Buffalo,0,0.0,0,3.1,stable,0.44920000000000004
Blaine,0,0.0,0,-0.8,stable,0.44920000000000004
Lexington,3,117.06,4,3.4,stable,0.44920000000000004
Shawano,0,0.0,0,-4.8,stable,0.44920000000000004
North Slope,0,0.0,10,0.1,stable,0.44909999999999994
Richland,0,0.0,0,7.2,stable,0.44909999999999994
New York,0,0.0,11,-1.4,falling,0.44909999999999994
Stafford,0,0.0,1,-4.0,falling,0.44909999999999994
Bryan,0,0.0,0,-4.1,falling,0.449
Washington,0,0.0,0,-1.0,stable,0.449
Gwinnett,0,0.0,2,-0.1,stable,0.449
Madison,0,0.0,1,-0.1,stable,0.44889999999999997
Cotton,0,0.0,0,-1.2,stable,0.44889999999999997
St Clair,0,0.0,7,-0.8,stable,0.44889999999999997
Pottawatomie,0,0.0,0,-0.6,stable,0.44889999999999997
Boone,0,0.0,3,-2.0,stable,0.4488000000000001
Jasper,0,0.0,2,-0.7,stable,0.4488000000000001
King,10,497.10999999999996,3,-1.4,falling,0.4488000000000001
Richmond,1,47.1,4,-3.4,stable,0.4487
Rogers,0,0.0,1,1.2,stable,0.4487
Santa Rosa,1,50.0,2,-1.6,stable,0.44859999999999994
Wright,0,0.0,1,0.6,stable,0.44859999999999994
Cumberland,0,0.0,0,-1.9,stable,0.4485
Marshall,1,53.98,0,-5.8,stable,0.4485
Hamlin,0,0.0,0,-0.8,stable,0.4484
Gilchrist,0,0.0,0,-8.8,falling,0.4483
Laclede,0,0.0,0,0.1,stable,0.4483
Polk,0,0.0,0,-2.5,stable,0.4483
Attala,0,0.0,1,1.1,stable,0.44810000000000005
Orleans,1,50.0,0,-1.9,falling,0.44810000000000005
Windham,1,41.92,0,-3.0,stable,0.44810000000000005
Iron,0,0.0,0,2.2,stable,0.44810000000000005
Orange,0,0.0,4,-0.6,stable,0.44810000000000005
Bradley,0,0.0,1,-1.1,stable,0.44810000000000005
De Witt,0,0.0,0,-0.8,stable,0.44810000000000005
Johnston,0,0.0,1,0.0,stable,0.44799999999999995
Douglas,0,0.0,0,-3.1,stable,0.4479
Greene,0,0.0,1,1.2,stable,0.4479
Barron,0,0.0,3,2.0,stable,0.44780000000000003
Hickman,1,36.14,0,-1.0,stable,0.44780000000000003
Deer Lodge,2,122.47,1,-0.6,stable,0.44780000000000003
Warren,0,0.0,0,0.0,stable,0.44780000000000003
Delaware,0,0.0,0,0.5,stable,0.44780000000000003
Madison,2,90.8,1,1.8,stable,0.44780000000000003
Seminole,0,0.0,0,-0.2,stable,0.4477
Audubon,0,0.0,0,0.1,stable,0.4477
Gage,0,0.0,1,-0.8,stable,0.4474000000000001
De Soto,0,0.0,1,-1.8,stable,0.4474000000000001
Poweshiek,0,0.0,3,0.0,stable,0.4473
Nicholas,0,0.0,0,0.4,stable,0.4473
Refugio,0,0.0,0,2.2,stable,0.44720000000000004
Montgomery,0,0.0,1,-8.5,stable,0.44720000000000004
Chickasaw,0,0.0,1,0.2,stable,0.4471
Choctaw,0,0.0,1,-1.7,stable,0.4471
Eau Claire,0,0.0,1,0.5,stable,0.4471
Beckham,0,0.0,0,4.2,stable,0.447
Lincoln,0,0.0,0,0.0,stable,0.447
Gladwin,0,0.0,0,-2.6,stable,0.447
Falls,0,0.0,0,-2.5,stable,0.44689999999999996
Okaloosa,0,0.0,0,-1.8,stable,0.4468
Pembina,0,0.0,0,-1.9,stable,0.44670000000000004
Pike,0,0.0,1,3.7,stable,0.44670000000000004
Madison,1,50.0,0,2.1,stable,0.44670000000000004
Galax City,0,0.0,0,3.7,stable,0.44670000000000004
Wichita,0,0.0,2,0.6,stable,0.44670000000000004
Charles,1,50.0,1,-0.1,stable,0.44659999999999994
Logan,0,0.0,0,4.5,stable,0.44659999999999994
Glacier,0,0.0,0,-1.8,stable,0.44659999999999994
Charlotte,0,0.0,0,-2.5,stable,0.4465
Columbus,1,48.03,0,-0.7,stable,0.4465
Fulton,0,0.0,1,5.2,rising,0.4465
Henrico,1,30.34,4,0.2,stable,0.4465
Hot Springs,0,0.0,0,-8.7,stable,0.4465
Waupaca,0,0.0,0,-4.3,stable,0.4463
Smith,0,0.0,0,0.9,stable,0.4463
Oconee,0,0.0,3,1.4,stable,0.4463
Fayette,0,0.0,0,3.9,stable,0.4463
Madison,1,35.22,0,1.7,stable,0.4462
Volusia,1,39.83,3,-1.1,stable,0.4462
Wabash,0,0.0,1,4.5,stable,0.44610000000000005
Bay,0,0.0,4,2.0,stable,0.44610000000000005
Mitchell,0,0.0,1,-0.2,stable,0.44610000000000005
Cumberland,0,0.0,0,4.5,stable,0.44600000000000006
Thayer,0,0.0,2,-4.2,stable,0.44600000000000006
Nye,0,0.0,0,-3.0,stable,0.44600000000000006
Crawford,0,0.0,2,0.7,stable,0.44589999999999996
Randolph,0,0.0,2,4.0,rising,0.44580000000000003
Durham,0,0.0,1,-0.1,stable,0.44580000000000003
Mobile,2,79.11000000000001,8,-1.9,falling,0.44580000000000003
Calhoun,0,0.0,0,-9.3,stable,0.4456
Broward,5,216.36,4,-1.2,stable,0.4456
Tuscaloosa,0,0.0,0,-1.8,stable,0.4456
Evans,0,0.0,0,-0.7,stable,0.4456
Orange,0,0.0,0,-1.2,stable,0.44549999999999995
Adams,0,0.0,0,-0.5,stable,0.44549999999999995
Culpeper,1,45.91,0,-0.4,stable,0.44539999999999996
Geneva,0,0.0,0,3.0,stable,0.44539999999999996
Chicot,0,0.0,0,0.7,stable,0.44539999999999996
Union,1,50.0,0,-0.8,stable,0.44530000000000003
Nowata,0,0.0,0,3.8,stable,0.4451
McCormick,1,50.0,0,2.7,stable,0.4451
Harrison,0,0.0,0,2.1,stable,0.4451
Paulding,0,0.0,0,2.9,stable,0.445
Cumberland,1,50.0,4,-1.6,stable,0.445
Baldwin,0,0.0,0,-2.0,stable,0.445
Anderson,0,0.0,0,-1.5,stable,0.44489999999999996
Garfield,0,0.0,0,-3.6,stable,0.44489999999999996
Camas,0,0.0,0,0.2,stable,0.4448
Boone,2,92.47999999999999,1,3.3,stable,0.4448
Hamilton,0,0.0,1,0.6,stable,0.44470000000000004
Victoria,0,0.0,4,0.5,stable,0.44470000000000004
Bronx,0,0.0,5,-1.8,falling,0.44460000000000005
Platte,2,76.81,1,4.8,stable,0.44460000000000005
Washington,0,0.0,2,0.3,stable,0.4445
Lyon,0,0.0,1,0.1,stable,0.4445
Dallas,0,0.0,0,-0.4,stable,0.4445
Latah,0,0.0,0,0.0,stable,0.4443
Sheridan,0,0.0,0,-4.3,stable,0.4443
Tate,0,0.0,0,-1.8,stable,0.4443
Richmond,0,0.0,1,2.2,stable,0.4442
Seminole,0,0.0,1,-3.8,stable,0.4442
Torrance,0,0.0,0,0.3,stable,0.4442
Cullman,0,0.0,0,-0.1,stable,0.44399999999999995
Abbeville,0,0.0,0,0.7,stable,0.44399999999999995
Ripley,0,0.0,0,3.0,stable,0.44389999999999996
Grant,0,0.0,0,0.8,stable,0.44389999999999996
Giles,0,0.0,0,-3.6,stable,0.44389999999999996
Worth,0,0.0,1,0.2,stable,0.44380000000000003
Matanuska-Susitna,0,0.0,1,-0.9,stable,0.44380000000000003
Napa,0,0.0,1,-3.1,falling,0.4437
Taylor,0,0.0,1,0.0,stable,0.4436
Morgan,0,0.0,0,2.1,stable,0.4436
Inyo,0,0.0,0,-0.2,stable,0.44350000000000006
Calumet,1,48.92,1,-3.7,stable,0.44350000000000006
Madison,0,0.0,0,-2.7,stable,0.44350000000000006
Josephine,0,0.0,0,-4.8,stable,0.44350000000000006
Monroe,0,0.0,1,-3.0,stable,0.44350000000000006
Williamsburg City,0,0.0,0,-1.4,stable,0.44350000000000006
Cape Girardeau,1,31.2,1,-3.1,stable,0.4434
Clayton,0,0.0,0,-0.3,stable,0.4432999999999999
Lincoln,0,0.0,0,1.4,stable,0.4432999999999999
Lamoille,0,0.0,0,0.1,stable,0.4432999999999999
Warrick,0,0.0,2,-1.6,stable,0.44320000000000004
Gibson,0,0.0,1,2.5,stable,0.44320000000000004
Chesapeake City,1,50.0,3,1.1,stable,0.44320000000000004
Mohave,0,0.0,2,-2.9,stable,0.4431
Twiggs,0,0.0,1,0.2,stable,0.443
Saline,0,0.0,1,-0.1,stable,0.443
Phillips,0,0.0,0,5.1,stable,0.443
Faulk,0,0.0,1,-2.8,stable,0.443
Southeast Fairbanks,0,0.0,5,2.5,stable,0.443
Amelia,0,0.0,2,-0.4,stable,0.443
Emporia City,0,0.0,0,-3.3,stable,0.44289999999999996
Mayes,0,0.0,2,2.7,stable,0.4428
Woods,0,0.0,1,-1.2,stable,0.4428
Franklin,0,0.0,0,1.0,stable,0.4428
Clarke,0,0.0,0,-1.8,stable,0.44270000000000004
Johnson,0,0.0,0,2.0,stable,0.44259999999999994
Wakulla,0,0.0,0,-3.0,stable,0.44259999999999994
Juniata,0,0.0,0,-0.6,stable,0.44259999999999994
Schoolcraft,0,0.0,1,3.3,stable,0.4424
Comanche,0,0.0,1,-1.0,falling,0.4424
Lenawee,0,0.0,2,-2.3,stable,0.44229999999999997
Alexander,0,0.0,0,-0.2,stable,0.44229999999999997
Bristol,5,181.38,6,-4.5,falling,0.44229999999999997
Iron,0,0.0,0,0.1,stable,0.4422
Williamson,0,0.0,0,0.0,stable,0.44210000000000005
Kleberg,0,0.0,0,1.8,stable,0.44210000000000005
Tuscarawas,1,31.38,2,0.1,stable,0.44210000000000005
Gadsden,1,36.33,1,1.1,stable,0.44210000000000005
Rains,0,0.0,0,-1.9,stable,0.44210000000000005
Clark,0,0.0,1,-4.4,stable,0.44200000000000006
Kings,2,100.0,5,-1.3,falling,0.44200000000000006
Pierce,0,0.0,0,-0.7,stable,0.44200000000000006
Palm Beach,1,50.0,6,-2.0,stable,0.44200000000000006
Columbiana,1,47.19,0,-0.2,stable,0.4419
Lawrence,1,43.78,0,2.7,stable,0.4419
Cole,0,0.0,2,-0.6,stable,0.4419
Mineral,1,50.0,1,-2.3,stable,0.4418
Weakley,0,0.0,1,1.6,stable,0.4418
Orange,0,0.0,2,2.9,rising,0.4418
Winston,1,62.2,0,-4.1,stable,0.4418
Washington,0,0.0,0,-2.3,stable,0.4418
Bath,0,0.0,0,18.8,rising,0.4417
Pope,0,0.0,1,1.0,stable,0.4417
Benton,0,0.0,1,0.1,stable,0.4417
Preston,0,0.0,0,-2.2,stable,0.44149999999999995
Braxton,0,0.0,0,-1.2,stable,0.44149999999999995
Warren,0,0.0,0,-1.1,stable,0.44149999999999995
El Dorado,0,0.0,1,-0.9,falling,0.44149999999999995
McMinn,0,0.0,0,0.4,stable,0.44149999999999995
Gooding,0,0.0,1,-0.6,stable,0.44149999999999995
Fairfield,0,0.0,0,0.2,stable,0.4413
Grundy,0,0.0,2,1.5,stable,0.44120000000000004
Cavalier,0,0.0,0,0.6,stable,0.44120000000000004
Iowa,0,0.0,0,0.2,stable,0.4411
Lynchburg City,0,0.0,0,0.9,stable,0.4411
Chambers,0,0.0,3,1.3,stable,0.441
Tompkins,0,0.0,2,-2.7,falling,0.441
Grant,0,0.0,0,-13.4,stable,0.44090000000000007
Greenwood,0,0.0,0,-3.5,falling,0.44090000000000007
Monroe,3,104.78999999999999,0,-1.0,stable,0.44090000000000007
Alfalfa,0,0.0,0,2.6,stable,0.4408
Escambia,0,0.0,1,-0.6,stable,0.44070000000000004
Seneca,0,0.0,0,-3.0,stable,0.44070000000000004
Houston,0,0.0,3,1.1,stable,0.44070000000000004
Marin,0,0.0,1,-0.6,falling,0.44070000000000004
Gray,0,0.0,1,-6.6,falling,0.44070000000000004
Marion,0,0.0,0,-0.1,stable,0.4406
Dillon,0,0.0,0,-3.4,stable,0.4406
Taylor,0,0.0,1,-2.9,falling,0.4406
Middlesex,14,734.18,7,-2.4,falling,0.4404
Baylor,0,0.0,0,-16.7,stable,0.4404
Greene,2,127.18,1,-0.3,stable,0.44029999999999997
St Lucie,0,0.0,2,-1.5,stable,0.44029999999999997
Clay,0,0.0,0,0.0,stable,0.44020000000000004
Roanoke,0,0.0,0,-3.0,stable,0.44020000000000004
Davis,0,0.0,1,0.3,stable,0.44020000000000004
Miami,4,215.99,1,0.2,stable,0.44020000000000004
Lyman,0,0.0,0,-3.3,stable,0.44020000000000004
Monroe,0,0.0,2,-2.3,stable,0.44009999999999994
Knox,0,0.0,0,7.6,stable,0.44
Wilcox,0,0.0,0,-0.3,stable,0.44
St Marys,0,0.0,0,-3.8,stable,0.44
Blount,0,0.0,0,0.1,stable,0.44
Wayne,0,0.0,0,-0.9,stable,0.4399
Chesterfield,0,0.0,0,0.0,stable,0.4399
Ionia,2,89.3,1,-1.6,stable,0.4398
Box Butte,0,0.0,0,0.5,stable,0.4397
Kewaunee,1,39.99,1,1.0,stable,0.43960000000000005
Perry,0,0.0,0,-2.8,stable,0.43960000000000005
Yamhill,1,71.78,1,0.3,stable,0.43950000000000006
Canadian,0,0.0,2,-3.5,stable,0.4394
Union,0,0.0,2,-0.8,stable,0.4394
Humboldt,1,50.0,4,-1.3,falling,0.4394
Freestone,0,0.0,2,-0.9,stable,0.4393
Hardin,0,0.0,0,2.2,stable,0.4393
La Crosse,1,42.47,3,-1.5,stable,0.4393
Hot Spring,0,0.0,3,-0.2,stable,0.4393
Bertie,0,0.0,0,1.9,stable,0.43920000000000003
Franklin,2,71.72,5,0.5,stable,0.43920000000000003
Trempealeau,0,0.0,1,0.8,stable,0.4391
Hamilton,0,0.0,0,0.9,stable,0.4391
Talbot,0,0.0,1,-0.1,stable,0.43889999999999996
Putnam,0,0.0,0,-7.4,stable,0.43889999999999996
York,2,93.33,1,0.0,stable,0.4386999999999999
Buena Vista,0,0.0,1,-0.9,falling,0.4386999999999999
Halifax,0,0.0,1,10.0,rising,0.4386999999999999
Anson,0,0.0,0,-4.0,stable,0.4386
Columbia,0,0.0,4,-3.7,stable,0.4385
Aransas,0,0.0,0,-0.1,stable,0.4385
Kane,1,42.76,8,0.4,stable,0.4385
Cherokee,0,0.0,0,-2.3,stable,0.4385
Vernon,0,0.0,1,-4.9,stable,0.43840000000000007
King George,1,50.03,3,-3.8,stable,0.43840000000000007
Wythe,0,0.0,0,3.0,stable,0.43829999999999997
Stutsman,0,0.0,2,-8.3,stable,0.43829999999999997
Dallas,0,0.0,0,3.0,stable,0.43829999999999997
Hardee,0,0.0,3,-1.5,stable,0.43810000000000004
Jefferson,0,0.0,3,0.2,stable,0.43799999999999994
Wayne,0,0.0,0,-0.4,stable,0.43799999999999994
Berrien,0,0.0,0,0.3,stable,0.4379
Smith,0,0.0,0,0.8,stable,0.4379
Limestone,0,0.0,0,-5.4,stable,0.43779999999999997
Chatham,0,0.0,0,-3.4,stable,0.43779999999999997
Hill,0,0.0,0,-0.6,stable,0.4377000000000001
San Luis Obispo,1,50.0,7,-1.3,falling,0.4377000000000001
Neshoba,0,0.0,0,3.1,stable,0.43760000000000004
Champaign,0,0.0,2,0.0,stable,0.43760000000000004
Pickens,0,0.0,0,2.1,stable,0.43750000000000006
Red River,0,0.0,1,-0.4,stable,0.43750000000000006
Prince of Wales-Outer Ketchikan,0,0.0,0,-7.9,stable,0.43750000000000006
Warren,0,0.0,3,-1.8,falling,0.43750000000000006
Tarrant,2,89.92,2,-1.3,stable,0.43750000000000006
Grant,0,0.0,0,-0.9,stable,0.43739999999999996
Calhoun,1,50.0,6,-5.1,stable,0.43739999999999996
Lafayette,0,0.0,0,-7.7,falling,0.4372999999999999
Camden,0,0.0,0,2.8,stable,0.4372999999999999
Stone,0,0.0,0,0.7,stable,0.4372999999999999
Grant,1,50.0,0,-1.4,stable,0.4371
Wilson,0,0.0,1,-1.0,stable,0.4371
Sonoma,0,0.0,5,-1.0,stable,0.4371
Bollinger,0,0.0,0,0.2,stable,0.43670000000000003
Pocahontas,0,0.0,0,-0.8,stable,0.43670000000000003
Seminole,2,100.0,1,-1.2,stable,0.43670000000000003
Powell,0,0.0,0,7.2,rising,0.43670000000000003
Geauga,0,0.0,0,2.5,stable,0.43670000000000003
Walla Walla,0,0.0,0,-1.7,stable,0.4366
Quitman,0,0.0,0,-3.3,stable,0.4366
Bremer,0,0.0,3,-0.4,stable,0.4366
Thurston,0,0.0,1,-2.9,stable,0.4364
Taylor,0,0.0,1,0.1,stable,0.4364
Taylor,0,0.0,0,-0.3,stable,0.4364
Defiance,0,0.0,1,-0.7,stable,0.4363000000000001
Choctaw,0,0.0,1,1.5,stable,0.43620000000000003
Decatur,0,0.0,1,-0.1,stable,0.43610000000000004
Sumter,0,0.0,0,-5.4,falling,0.436
Randolph,0,0.0,0,3.4,stable,0.436
Nodaway,0,0.0,1,-1.3,stable,0.436
Jasper,0,0.0,2,1.2,stable,0.4359
Ellis,0,0.0,2,0.7,stable,0.43579999999999997
Howard,0,0.0,1,0.0,stable,0.43579999999999997
Randolph,0,0.0,0,-3.9,stable,0.4357
Hancock,0,0.0,0,1.4,stable,0.4357
Orange,3,150.0,0,2.1,stable,0.4357
Fremont,1,31.31,0,-2.3,stable,0.43560000000000004
Rusk,0,0.0,4,3.1,stable,0.43560000000000004
Huntingdon,0,0.0,0,3.8,stable,0.43549999999999994
Suffolk,0,0.0,6,-3.5,falling,0.4353
Indiana,0,0.0,2,0.5,stable,0.4352
Cheyenne,0,0.0,2,-4.4,stable,0.4351
Sagadahoc,0,0.0,0,-8.0,falling,0.43499999999999994
Dallam,0,0.0,0,-8.7,stable,0.43499999999999994
Caledonia,1,52.29,0,-2.1,stable,0.43499999999999994
Amador,1,58.31,1,-1.2,falling,0.43490000000000006
Alcorn,0,0.0,0,2.6,stable,0.43490000000000006
Nevada,0,0.0,0,5.1,stable,0.43490000000000006
Converse,0,0.0,1,0.5,stable,0.43479999999999996
Hardin,0,0.0,1,2.4,stable,0.43479999999999996
Sacramento,4,185.92000000000002,8,-1.8,falling,0.4346
Boundary,0,0.0,0,-0.3,stable,0.4346
Boyd,0,0.0,0,-1.4,stable,0.4346
Jefferson,0,0.0,0,-2.6,stable,0.4345
Pierce,0,0.0,1,-6.4,stable,0.4345
Madison,0,0.0,0,3.2,stable,0.4345
Antrim,1,48.55,0,2.1,stable,0.4345
Mahoning,0,0.0,1,0.0,stable,0.4345
Jackson,0,0.0,2,1.3,stable,0.43439999999999995
Presque Isle,0,0.0,0,-0.9,stable,0.43439999999999995
Dawson,0,0.0,0,-1.1,stable,0.43439999999999995
Jenkins,0,0.0,0,-1.5,stable,0.43439999999999995
Lee,0,0.0,1,3.1,stable,0.43439999999999995
Wayne,0,0.0,0,-0.4,stable,0.43439999999999995
Montgomery,1,44.46,0,2.2,stable,0.43439999999999995
Sutton,0,0.0,0,7.0,stable,0.43409999999999993
Spencer,0,0.0,1,-5.2,stable,0.43409999999999993
Phelps,0,0.0,1,1.2,stable,0.434
Rockbridge,0,0.0,1,4.6,stable,0.434
Wayne,0,0.0,5,0.4,stable,0.434
Osage,0,0.0,0,0.8,stable,0.434
Wasatch,0,0.0,1,0.3,stable,0.4339
Richland,0,0.0,5,-0.9,stable,0.4339
Watauga,0,0.0,0,0.3,stable,0.43379999999999996
Ketchikan Gateway,0,0.0,1,-2.9,stable,0.4336
Gosper,0,0.0,0,-2.3,stable,0.4336
Lancaster,0,0.0,6,2.2,rising,0.43350000000000005
Webster,0,0.0,0,0.0,stable,0.4332
Burke,0,0.0,0,2.8,stable,0.43310000000000004
Colbert,0,0.0,1,0.6,stable,0.43310000000000004
Menominee,0,0.0,0,2.3,stable,0.43299999999999994
Dent,0,0.0,0,-0.8,stable,0.43290000000000006
Atkinson,0,0.0,0,-0.4,stable,0.43290000000000006
Manatee,0,0.0,2,-2.4,falling,0.4328
Kent,8,312.0,4,-2.3,stable,0.4328
Fallon,0,0.0,0,4.4,stable,0.4328
Tripp,0,0.0,0,-0.5,stable,0.43270000000000003
Donley,0,0.0,0,-0.9,stable,0.43270000000000003
Washington,0,0.0,0,-6.2,falling,0.4326
Holt,0,0.0,1,-4.6,stable,0.4326
Dawson,0,0.0,1,-1.7,stable,0.4326
Pendleton,0,0.0,0,1.1,stable,0.4325
Seward,0,0.0,0,4.7,stable,0.4323
Bamberg,0,0.0,1,1.5,stable,0.4323
Pemiscot,0,0.0,0,-2.7,stable,0.4323
Cascade,3,154.26,0,-2.4,stable,0.43220000000000003
Cass,1,50.0,1,-3.2,stable,0.43210000000000004
Randolph,0,0.0,0,0.0,stable,0.43210000000000004
Madison,0,0.0,0,0.0,stable,0.432
El Paso,0,0.0,5,-0.7,stable,0.4319
Bennett,0,0.0,0,-1.5,stable,0.43179999999999996
Mendocino,1,44.73,0,-0.5,stable,0.43179999999999996
Lake,1,44.42,0,-1.3,falling,0.43170000000000003
Platte,0,0.0,3,1.5,stable,0.43159999999999993
Bonner,0,0.0,0,-1.6,falling,0.4314
Monongalia,0,0.0,2,1.6,stable,0.4314
Osceola,0,0.0,2,-0.7,stable,0.4313
Putnam,0,0.0,0,4.8,stable,0.4313
Highlands,0,0.0,1,-4.8,falling,0.43119999999999997
Dodge,2,79.77,0,-3.7,falling,0.43119999999999997
Fulton,0,0.0,0,-5.0,falling,0.43100000000000005
Twin Falls,0,0.0,3,-1.1,falling,0.43100000000000005
Franklin,0,0.0,0,1.1,stable,0.43090000000000006
Baker,0,0.0,1,-3.4,stable,0.43090000000000006
Daviess,0,0.0,0,5.9,stable,0.4308
Manistee,1,51.91,2,-6.0,stable,0.4307
Santa Cruz,1,28.9,3,-0.8,falling,0.4307
Appomattox,0,0.0,0,2.9,stable,0.4307
Navarro,0,0.0,0,-4.8,falling,0.4306
Livingston,0,0.0,1,0.4,stable,0.4305
Missaukee,0,0.0,1,6.1,stable,0.4305
Barbour,0,0.0,0,2.1,stable,0.43039999999999995
Jefferson,0,0.0,0,-1.0,stable,0.43039999999999995
Pitt,0,0.0,1,3.1,stable,0.43039999999999995
Wyoming,0,0.0,0,3.0,stable,0.4303
Centre,1,45.09,2,-0.2,stable,0.4303
Solano,2,79.49,9,-3.6,falling,0.4302
Lewis,3,104.44999999999999,1,-3.7,stable,0.43010000000000004
Coos,0,0.0,0,-2.4,stable,0.43010000000000004
Otoe,0,0.0,4,2.1,stable,0.43
Saluda,0,0.0,0,3.8,stable,0.43
Laramie,1,39.23,1,5.3,rising,0.43
Matagorda,0,0.0,1,-1.6,stable,0.42979999999999996
Crittenden,0,0.0,1,1.8,stable,0.42979999999999996
Barbour,0,0.0,0,0.6,stable,0.42979999999999996
Oktibbeha,0,0.0,0,1.7,stable,0.42979999999999996
Allen,1,42.47,0,-0.3,stable,0.42979999999999996
Clark,1,0.0,2,-2.9,stable,0.42969999999999997
Santa Barbara,1,30.0,6,-0.5,stable,0.4295
Linn,1,54.27,2,-4.7,falling,0.4294
Alleghany,0,0.0,0,2.2,stable,0.4294
Cleveland,0,0.0,1,-3.0,stable,0.42919999999999997
Isle of Wight,0,0.0,2,-2.1,stable,0.42910000000000004
Orangeburg,0,0.0,5,-3.2,falling,0.42910000000000004
Butte,0,0.0,0,2.4,stable,0.42910000000000004
Hand,0,0.0,0,8.0,stable,0.42910000000000004
Benton,3,180.66000000000003,1,-1.2,stable,0.42899999999999994
Anchorage,2,95.91,5,-1.2,falling,0.42899999999999994
Elkhart,6,267.57000000000005,2,-1.5,stable,0.42889999999999995
Berkshire,1,33.03,4,-2.7,falling,0.4287
Murray,0,0.0,0,5.4,rising,0.4285
Big Horn,0,0.0,1,11.0,stable,0.42829999999999996
Winston,0,0.0,0,-1.0,stable,0.4282
Macon,0,0.0,1,-1.3,falling,0.42810000000000004
Clay,0,0.0,0,1.9,stable,0.42810000000000004
Currituck,0,0.0,0,0.8,stable,0.42810000000000004
Mitchell,0,0.0,1,0.2,stable,0.428
Pacific,0,0.0,0,-1.9,falling,0.428
Wharton,0,0.0,3,0.7,stable,0.4279
Wood,0,0.0,0,2.1,stable,0.4279
Warren,0,0.0,0,4.2,stable,0.4277
Polk,1,45.87,0,2.1,stable,0.4277
Hampden,1,38.66,8,-1.2,falling,0.4275999999999999
Sheridan,0,0.0,0,1.4,stable,0.4275999999999999
Monroe,0,0.0,0,0.3,stable,0.4275999999999999
