name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Rockport,37.9256,-87.0372,Coal,Indiana,Spencer,18147
Roxboro,36.4833,-79.0731,Coal,North Carolina,Person,37145
Rush Island,38.1312,-90.2632,Coal,Missouri,Jefferson,29099
SIUC,37.7119,-89.215,Coal,Illinois,Jackson,17077
San Juan,36.8006,-108.4386,Coal,New Mexico,San Juan,35045
San Miguel,28.7044,-98.4775,Coal,Texas,Atascosa,48013
Sandow No 4,30.5659,-97.064,Coal,Texas,Milam,48331
Sandow No 5,30.5681,-97.0614,Coal,Texas,Milam,48331
Sandy Creek Energy Station,31.4744,-96.9571,Coal,Texas,McLennan,48309
Scherer,33.0606,-83.8075,Coal,Georgia,Monroe,13207
Schiller,43.0978,-70.7842,Coal,Maine,York,23031
Scrubgrass Generating Plant,41.2691,-79.8134,Coal,Pennsylvania,Venango,42121
Seminole (FL),29.7331,-81.6328,Coal,Florida,Putnam,12107
Seward (PA),40.4062,-79.0337,Coal,Pennsylvania,Cambria,42021
Shawnee,37.1517,-88.775,Coal,Illinois,Massac,17127
Sheldon,40.5589,-96.7847,Coal,Nebraska,Lancaster,31109
Sherburne County,45.3808,-93.8931,Coal,Minnesota,Sherburne,27141
Shiras,46.5306,-87.3922,Coal,Michigan,Marquette,26103
Sibley,39.1783,-94.1844,Coal,Missouri,Jackson,29095
Sidney MT Plant,47.7172,-104.1356,Coal,Montana,Richland,30083
Sikeston Power Station,36.8791,-89.6209,Coal,Missouri,Scott,29201
Silver Bay Power,47.2866,-91.2605,Coal,Minnesota,Lake,27075
Sioux,38.9155,-90.2902,Coal,Illinois,Madison,17119
Somerset Operating Co LLC,43.3589,-78.6047,Coal,New York,Niagara,36063
Sonoco Products Co,34.3853,-80.0678,Coal,South Carolina,Darlington,45031
Sooner,36.4531,-97.0528,Coal,Oklahoma,Osage,40113
South Oak Creek,42.8457,-87.8294,Coal,Wisconsin,Milwaukee,55079
Southern Minnesota Beet Sugar,44.7964,-95.1798,Coal,Minnesota,Renville,27129
Spiritwood Station,46.9264,-98.4997,Coal,North Dakota,Stutsman,38093
Springerville,34.3186,-109.1639,Coal,Arizona,Apache,4001
Spruance Genco LLC,37.4556,-77.4308,Coal,Virginia,Chesterfield,51041
St Clair,42.7642,-82.4719,Coal,Michigan,St Clair,26147
St Johns River Power Park,30.4308,-81.5508,Coal,Florida,Duval,12031
St Nicholas Cogen Project,40.8222,-76.1736,Coal,Pennsylvania,Schuylkill,42107
Stanton Energy Center,28.4822,-81.1678,Coal,Florida,Orange,12095
Sunnyside Cogen Associates,39.5472,-110.3917,Coal,Utah,Carbon,49007
TES Filer City Station,44.2173,-86.2891,Coal,Michigan,Manistee,26101
TS Power Plant,40.7461,-116.5297,Coal,Nevada,Lander,32015
Taconite Harbor Energy Center,47.5314,-90.9114,Coal,Minnesota,Lake,27075
TalenEnergy Montour,41.0714,-76.6672,Coal,Pennsylvania,Montour,42093
Tate & Lyle Decatur Plant Cogen,39.8492,-88.9319,Coal,Illinois,Macon,17115
Tecumseh Energy Center,39.0539,-95.5689,Coal,Kansas,Shawnee,20177
Tennessee Eastman Operations,36.5219,-82.5431,Coal,Tennessee,Sullivan,47163
Thomas Hill,39.5522,-92.6381,Coal,Missouri,Randolph,29175
Tolk,34.1865,-102.57,Coal,Texas,Bailey,48017
Transalta Centralia Generation,46.7559,-122.8598,Coal,Washington,Thurston,53067
Trenton Channel,42.1217,-83.1808,Coal,Michigan,Wayne,26163
Trimble County,38.5847,-85.4117,Coal,Kentucky,Trimble,21223
Univ of NC Chapel Hill Cogen Facility,35.9069,-79.0617,Coal,North Carolina,Orange,37135
University of Alaska Fairbanks,64.8542,-147.8221,Coal,Alaska,Fairbanks North Star,2090
University of Iowa Main Power Plant,41.6572,-91.54,Coal,Iowa,Johnson,19103
University of Northern Iowa,42.5136,-92.4591,Coal,Iowa,Black Hawk,19013
University of Notre Dame,41.7094,-86.2367,Coal,Indiana,St Joseph,18141
Utility Plants Section,64.8256,-147.6486,Coal,Alaska,Fairbanks North Star,2090
Virginia City Hybrid Energy Center,36.9164,-82.3381,Coal,Virginia,Russell,51167
W A Parish,29.4828,-95.6311,Coal,Texas,Fort Bend,48157
W H Zimmer,38.8675,-84.2289,Coal,Ohio,Clermont,39025
Walter Scott Jr Energy Center,41.18,-95.8408,Coal,Nebraska,Sarpy,31153
Wansley,33.4134,-85.0323,Coal,Georgia,Heard,13149
Warrick,37.915,-87.3328,Coal,Indiana,Warrick,18173
Wateree,33.8264,-80.6228,Coal,South Carolina,Sumter,45085
Waukegan,42.3833,-87.8133,Coal,Illinois,Lake,17097
Wausau Paper Middletown,39.52,-84.4062,Coal,Ohio,Butler,39017
