County,State,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Generation_5years_Total,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate,NPL_Status,Powerplants_Status
Carter,Missouri,0,0.0,0,0.0,-0.7,stable,0.4523999999999999,No NPL Sites,No Harmful Powerplants
Edgar,Illinois,0,0.0,0,0.0,-1.7,stable,0.4523999999999999,No NPL Sites,No Harmful Powerplants
Silver Bow,Montana,1,33.03,1,338.472,0.5,stable,0.4523,Have NPL Sites,One Harmful Powerplants
Danville City,Virginia,0,0.0,3,119.059,-0.6,stable,0.4523,No NPL Sites,More Than Two Harmful Powerplants
Cherokee,Iowa,0,0.0,0,1931.53,-0.5,stable,0.4522,No NPL Sites,No Harmful Powerplants
Sauk,Wisconsin,1,34.21,0,718.8860000000003,1.5,stable,0.4522,Have NPL Sites,No Harmful Powerplants
Chesterfield,Virginia,2,80.28999999999998,5,7769.189274999999,-1.2,stable,0.4521,Have NPL Sites,More Than Two Harmful Powerplants
Dane,Wisconsin,5,172.01,11,1378.377748,-0.9,stable,0.4521,Have NPL Sites,More Than Two Harmful Powerplants
Chatham,Georgia,0,0.0,5,5129.10361,-0.3,stable,0.4521,No NPL Sites,More Than Two Harmful Powerplants
Union,New Jersey,2,97.13,5,25916.269973,-8.8,falling,0.4520000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Carroll,Ohio,0,0.0,1,465.335,0.5,stable,0.4520000000000001,No NPL Sites,One Harmful Powerplants
Edgecombe,North Carolina,0,0.0,0,359.944,-1.8,stable,0.4520000000000001,No NPL Sites,No Harmful Powerplants
Montgomery,Tennessee,0,0.0,0,0.0,-1.6,stable,0.4520000000000001,No NPL Sites,No Harmful Powerplants
Conecuh,Alabama,0,0.0,0,0.0,1.5,stable,0.4520000000000001,No NPL Sites,No Harmful Powerplants
Richland,South Carolina,2,35.94,1,72.851,-0.4,stable,0.4520000000000001,Have NPL Sites,One Harmful Powerplants
Snyder,Pennsylvania,0,0.0,1,129.871,-2.2,stable,0.4520000000000001,No NPL Sites,One Harmful Powerplants
Montague,Texas,0,0.0,0,0.0,-2.5,stable,0.4519,No NPL Sites,No Harmful Powerplants
Woodford,Illinois,0,0.0,0,3219.3459999999995,1.0,stable,0.4519,No NPL Sites,No Harmful Powerplants
Bartholomew,Indiana,1,50.0,0,0.0,-1.6,stable,0.4518,Have NPL Sites,No Harmful Powerplants
Cook,Illinois,3,110.0,25,2848.582034,-0.6,falling,0.4517,Have NPL Sites,More Than Two Harmful Powerplants
Lapeer,Michigan,1,35.51,0,43.478,-2.6,stable,0.4515,Have NPL Sites,No Harmful Powerplants
Wilson,Tennessee,0,0.0,0,0.0,-1.4,stable,0.4514,No NPL Sites,No Harmful Powerplants
Frederick,Maryland,1,49.52,1,172.01,0.9,stable,0.4514,Have NPL Sites,One Harmful Powerplants
Coles,Illinois,0,0.0,0,0.0,-2.6,stable,0.4513,No NPL Sites,No Harmful Powerplants
Hancock,Ohio,0,0.0,0,37.73100000000001,1.7,stable,0.4513,No NPL Sites,No Harmful Powerplants
Vernon,Wisconsin,0,0.0,1,2.7750000000000004,-2.2,stable,0.4513,No NPL Sites,One Harmful Powerplants
Chester,Tennessee,0,0.0,0,0.0,-2.8,stable,0.4512000000000001,No NPL Sites,No Harmful Powerplants
Madison,Ohio,0,0.0,1,259.909002,1.6,stable,0.4512000000000001,No NPL Sites,One Harmful Powerplants
Henry,Alabama,1,55.61,0,0.0,-3.1,stable,0.4511,Have NPL Sites,No Harmful Powerplants
De Kalb,Georgia,0,0.0,0,0.0,0.2,stable,0.4511,No NPL Sites,No Harmful Powerplants
Wood,Ohio,0,0.0,4,1155.2869990000004,-0.1,stable,0.4511,No NPL Sites,More Than Two Harmful Powerplants
Monroe,Wisconsin,1,45.91,2,57.23058000000001,-4.9,stable,0.4511,Have NPL Sites,Two Harmful Powerplants
Stark,Ohio,2,89.21000000000002,0,0.0,0.4,stable,0.4511,Have NPL Sites,No Harmful Powerplants
Ralls,Missouri,0,0.0,0,0.0,-6.5,stable,0.451,No NPL Sites,No Harmful Powerplants
Noxubee,Mississippi,0,0.0,0,0.0,5.3,stable,0.451,No NPL Sites,No Harmful Powerplants
Saginaw,Michigan,0,0.0,1,116.304,0.3,stable,0.451,No NPL Sites,One Harmful Powerplants
Calhoun,Alabama,1,51.91,1,1427.890992,-0.2,stable,0.4509,Have NPL Sites,One Harmful Powerplants
Sampson,North Carolina,0,0.0,1,449.17600000000016,-2.1,stable,0.4509,No NPL Sites,One Harmful Powerplants
Bedford,Tennessee,0,0.0,0,0.0,-1.7,stable,0.4509,No NPL Sites,No Harmful Powerplants
Beaufort,North Carolina,1,40.39,1,1891.388,-6.1,falling,0.4509,Have NPL Sites,One Harmful Powerplants
Lake,Illinois,5,159.53,6,13370.918062000002,1.2,stable,0.4509,Have NPL Sites,More Than Two Harmful Powerplants
Liberty,Georgia,0,0.0,1,620.3630000000003,-1.0,stable,0.4508,No NPL Sites,One Harmful Powerplants
Phelps,Nebraska,0,0.0,0,0.0,6.4,stable,0.4507,No NPL Sites,No Harmful Powerplants
Union,Iowa,0,0.0,1,22.637,-0.5,stable,0.4507,No NPL Sites,One Harmful Powerplants
Dunklin,Missouri,1,28.59,3,2251.03,3.4,stable,0.4507,Have NPL Sites,More Than Two Harmful Powerplants
Warren,Ohio,1,50.0,2,3.6810000000000014,-1.6,stable,0.4506000000000001,Have NPL Sites,Two Harmful Powerplants
Franklin,Maine,0,0.0,3,4928.484001999998,3.6,stable,0.4505,No NPL Sites,More Than Two Harmful Powerplants
Passaic,New Jersey,1,52.58,0,92.809,-0.8,falling,0.4504,Have NPL Sites,No Harmful Powerplants
Mecklenburg,Virginia,0,0.0,1,3795.056997,0.9,stable,0.4504,No NPL Sites,One Harmful Powerplants
Johnson,Tennessee,0,0.0,0,0.0,1.1,stable,0.4504,No NPL Sites,No Harmful Powerplants
Yuba,California,0,0.0,1,1662.105,-0.9,falling,0.4503,No NPL Sites,One Harmful Powerplants
Clay,Mississippi,0,0.0,0,0.0,0.5,stable,0.4503,No NPL Sites,No Harmful Powerplants
Wyandot,Ohio,0,0.0,0,77.65999999999998,-2.4,stable,0.4502,No NPL Sites,No Harmful Powerplants
Marshall,Alabama,0,0.0,1,0.0,-0.6,stable,0.4502,No NPL Sites,One Harmful Powerplants
Jersey,Illinois,0,0.0,0,0.0,4.4,stable,0.4502,No NPL Sites,No Harmful Powerplants
Miller,Missouri,0,0.0,0,2887.74,-2.9,stable,0.4502,No NPL Sites,No Harmful Powerplants
Knox,Missouri,0,0.0,0,0.0,6.7,stable,0.4502,No NPL Sites,No Harmful Powerplants
Noble,Oklahoma,0,0.0,0,0.0,-1.8,stable,0.4502,No NPL Sites,No Harmful Powerplants
Dyer,Tennessee,0,0.0,0,0.0,1.4,stable,0.4501000000000001,No NPL Sites,No Harmful Powerplants
Macon,North Carolina,0,0.0,0,16.073999999999998,0.3,stable,0.4501000000000001,No NPL Sites,No Harmful Powerplants
Muskegon,Michigan,7,307.28,1,29.10796,-0.8,stable,0.4501000000000001,Have NPL Sites,One Harmful Powerplants
Chariton,Missouri,0,0.0,1,0.0,1.7,stable,0.4501000000000001,No NPL Sites,One Harmful Powerplants
Crisp,Georgia,0,0.0,1,223.917,0.0,stable,0.4501000000000001,No NPL Sites,One Harmful Powerplants
Ashtabula,Ohio,4,142.86,2,799.0791099999999,-3.7,stable,0.4499,Have NPL Sites,Two Harmful Powerplants
Summit,Ohio,1,50.0,3,31.2129,0.9,stable,0.4499,Have NPL Sites,More Than Two Harmful Powerplants
Dixon,Nebraska,0,0.0,2,0.28200000000000003,3.1,stable,0.4499,No NPL Sites,Two Harmful Powerplants
Cumberland,Illinois,0,0.0,1,322.95599999999996,-5.3,stable,0.4497999999999999,No NPL Sites,One Harmful Powerplants
Washington,Indiana,0,0.0,0,0.0,-4.2,stable,0.4497999999999999,No NPL Sites,No Harmful Powerplants
Talladega,Alabama,1,36.83,2,525.919,-1.0,stable,0.4497999999999999,Have NPL Sites,Two Harmful Powerplants
Brown,Indiana,0,0.0,0,0.0,-3.2,stable,0.4497,No NPL Sites,No Harmful Powerplants
Van Wert,Ohio,0,0.0,1,4349.1167049999995,-2.2,stable,0.4497,No NPL Sites,One Harmful Powerplants
Auglaize,Ohio,0,0.0,3,20.0371,-1.8,stable,0.4496,No NPL Sites,More Than Two Harmful Powerplants
Adair,Iowa,0,0.0,2,4468.741620000002,0.6,stable,0.4495,No NPL Sites,Two Harmful Powerplants
Quay,New Mexico,0,0.0,1,1665.12,0.9,rising,0.4495,No NPL Sites,One Harmful Powerplants
Caswell,North Carolina,0,0.0,0,80.064,-2.7,stable,0.4495,No NPL Sites,No Harmful Powerplants
Butler,Ohio,3,87.79,7,1983.597658,-2.6,falling,0.4495,Have NPL Sites,More Than Two Harmful Powerplants
Wayne,Tennessee,1,29.44,0,0.0,0.2,stable,0.4494,Have NPL Sites,No Harmful Powerplants
Klamath,Oregon,1,0.0,2,10803.981720000002,-0.6,stable,0.4494,Have NPL Sites,Two Harmful Powerplants
Davidson,Tennessee,0,0.0,2,657.161441,-0.1,stable,0.4493,No NPL Sites,Two Harmful Powerplants
Mecklenburg,North Carolina,1,40.43,4,1.9269999999999998,-0.2,stable,0.4493,Have NPL Sites,More Than Two Harmful Powerplants
Buffalo,Nebraska,0,0.0,0,1.327,3.1,stable,0.4492,No NPL Sites,No Harmful Powerplants
Blaine,Oklahoma,0,0.0,0,0.0,-0.8,stable,0.4492,No NPL Sites,No Harmful Powerplants
Lexington,South Carolina,3,117.06,4,46881.670673,3.4,stable,0.4492,Have NPL Sites,More Than Two Harmful Powerplants
Shawano,Wisconsin,0,0.0,0,0.0,-4.8,stable,0.4492,No NPL Sites,No Harmful Powerplants
North Slope,Alaska,0,0.0,10,746.04,0.1,stable,0.4491,No NPL Sites,More Than Two Harmful Powerplants
Richland,North Dakota,0,0.0,0,0.0,7.2,stable,0.4491,No NPL Sites,No Harmful Powerplants
New York,New York,0,0.0,11,20366.322103,-1.4,falling,0.4491,No NPL Sites,More Than Two Harmful Powerplants
Stafford,Virginia,0,0.0,1,43.375,-4.0,falling,0.4491,No NPL Sites,One Harmful Powerplants
Bryan,Oklahoma,0,0.0,0,0.0,-4.1,falling,0.449,No NPL Sites,No Harmful Powerplants
Washington,Idaho,0,0.0,0,145.52400000000003,-1.0,stable,0.449,No NPL Sites,No Harmful Powerplants
Gwinnett,Georgia,0,0.0,2,953.2970000000003,-0.1,stable,0.449,No NPL Sites,Two Harmful Powerplants
Madison,Iowa,0,0.0,1,1150.8300000000004,-0.1,stable,0.4489,No NPL Sites,One Harmful Powerplants
Cotton,Oklahoma,0,0.0,0,0.0,-1.2,stable,0.4489,No NPL Sites,No Harmful Powerplants
St Clair,Michigan,0,0.0,7,60615.330215999995,-0.8,stable,0.4489,No NPL Sites,More Than Two Harmful Powerplants
Pottawatomie,Oklahoma,0,0.0,0,0.0,-0.6,stable,0.4489,No NPL Sites,No Harmful Powerplants
Boone,Missouri,0,0.0,3,252.76,-2.0,stable,0.4488000000000001,No NPL Sites,More Than Two Harmful Powerplants
Jasper,Indiana,0,0.0,2,66.52700000000002,-0.7,stable,0.4488000000000001,No NPL Sites,Two Harmful Powerplants
King,Washington,10,497.11,3,2106.59462,-1.4,falling,0.4488000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Richmond,North Carolina,1,47.1,4,49981.68807799999,-3.4,stable,0.4487,Have NPL Sites,More Than Two Harmful Powerplants
Rogers,Oklahoma,0,0.0,1,26176.56398000001,1.2,stable,0.4487,No NPL Sites,One Harmful Powerplants
Santa Rosa,Florida,1,50.0,2,4130.043040000001,-1.6,stable,0.4486,Have NPL Sites,Two Harmful Powerplants
Wright,Missouri,0,0.0,1,46.11302,0.6,stable,0.4486,No NPL Sites,One Harmful Powerplants
Cumberland,Tennessee,0,0.0,0,0.0,-1.9,stable,0.4485,No NPL Sites,No Harmful Powerplants
Marshall,West Virginia,1,53.98,0,0.0,-5.8,stable,0.4485,Have NPL Sites,No Harmful Powerplants
Hamlin,South Dakota,0,0.0,0,0.0,-0.8,stable,0.4484,No NPL Sites,No Harmful Powerplants
Gilchrist,Florida,0,0.0,0,0.0,-8.8,falling,0.4483,No NPL Sites,No Harmful Powerplants
Laclede,Missouri,0,0.0,0,1.06,0.1,stable,0.4483,No NPL Sites,No Harmful Powerplants
Polk,Nebraska,0,0.0,0,0.0,-2.5,stable,0.4483,No NPL Sites,No Harmful Powerplants
Attala,Mississippi,0,0.0,1,14079.103,1.1,stable,0.4481000000000001,No NPL Sites,One Harmful Powerplants
Orleans,Louisiana,1,50.0,0,0.0,-1.9,falling,0.4481000000000001,Have NPL Sites,No Harmful Powerplants
Windham,Vermont,1,41.92,0,1281.5609999999995,-3.0,stable,0.4481000000000001,Have NPL Sites,No Harmful Powerplants
Iron,Wisconsin,0,0.0,0,101.81,2.2,stable,0.4481000000000001,No NPL Sites,No Harmful Powerplants
Orange,Texas,0,0.0,4,34158.911341,-0.6,stable,0.4481000000000001,No NPL Sites,More Than Two Harmful Powerplants
Bradley,Tennessee,0,0.0,1,630.8556580000002,-1.1,stable,0.4481000000000001,No NPL Sites,One Harmful Powerplants
De Witt,Texas,0,0.0,0,0.0,-0.8,stable,0.4481000000000001,No NPL Sites,No Harmful Powerplants
Johnston,North Carolina,0,0.0,1,296.76775,0.0,stable,0.448,No NPL Sites,One Harmful Powerplants
Jefferson,Georgia,0,0.0,1,6.142999999999999,0.0,unknown,0.4479,No NPL Sites,One Harmful Powerplants
Douglas,Washington,0,0.0,0,58354.195999999996,-3.1,stable,0.4479,No NPL Sites,No Harmful Powerplants
Greene,Indiana,0,0.0,1,144.334,1.2,stable,0.4479,No NPL Sites,One Harmful Powerplants
Barron,Wisconsin,0,0.0,3,48.827,2.0,stable,0.4478,No NPL Sites,More Than Two Harmful Powerplants
Hickman,Tennessee,1,36.14,0,0.0,-1.0,stable,0.4478,Have NPL Sites,No Harmful Powerplants
Deer Lodge,Montana,2,122.47,1,1801.598009,-0.6,stable,0.4478,Have NPL Sites,One Harmful Powerplants
Warren,Missouri,0,0.0,0,0.0,0.0,stable,0.4478,No NPL Sites,No Harmful Powerplants
Delaware,Ohio,0,0.0,0,21.960999999999995,0.5,stable,0.4478,No NPL Sites,No Harmful Powerplants
Madison,Nebraska,2,90.8,1,78.005,1.8,stable,0.4478,Have NPL Sites,One Harmful Powerplants
Seminole,Georgia,0,0.0,0,6.121,-0.2,stable,0.4477,No NPL Sites,No Harmful Powerplants
Audubon,Iowa,0,0.0,0,0.0,0.1,stable,0.4477,No NPL Sites,No Harmful Powerplants
Gage,Nebraska,0,0.0,1,1030.876,-0.8,stable,0.4474000000000001,No NPL Sites,One Harmful Powerplants
De Soto,Mississippi,0,0.0,1,17659.024000000005,-1.8,stable,0.4474000000000001,No NPL Sites,One Harmful Powerplants
Poweshiek,Iowa,0,0.0,3,9.294,0.0,stable,0.4473,No NPL Sites,More Than Two Harmful Powerplants
Nicholas,West Virginia,0,0.0,0,2274.696000000001,0.4,stable,0.4473,No NPL Sites,No Harmful Powerplants
Refugio,Texas,0,0.0,0,0.0,2.2,stable,0.4472,No NPL Sites,No Harmful Powerplants
Montgomery,North Carolina,0,0.0,1,426.03067000000004,-8.5,stable,0.4472,No NPL Sites,One Harmful Powerplants
Chickasaw,Iowa,0,0.0,1,1.959,0.2,stable,0.4471,No NPL Sites,One Harmful Powerplants
Choctaw,Oklahoma,0,0.0,1,12491.473933,-1.7,stable,0.4471,No NPL Sites,One Harmful Powerplants
