County,State,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Generation_5years_Total,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate,NPL_Status,Powerplants_Status
Montgomery,Indiana,0,0.0,1,10.293,3.2,stable,0.4177,No NPL Sites,One Harmful Powerplants
McLennan,Texas,0,0.0,1,19670.554,0.5,stable,0.4176,No NPL Sites,One Harmful Powerplants
Lafayette,Florida,0,0.0,0,0.0,10.3,rising,0.4176,No NPL Sites,No Harmful Powerplants
Young,Texas,0,0.0,1,2974.7059999999997,-1.2,stable,0.4174000000000001,No NPL Sites,One Harmful Powerplants
Bladen,North Carolina,0,0.0,1,174.03652,0.0,stable,0.4174000000000001,No NPL Sites,One Harmful Powerplants
Terrell,Texas,0,0.0,0,0.0,-20.6,stable,0.4174000000000001,No NPL Sites,No Harmful Powerplants
Gilliam,Oregon,0,0.0,1,7789.642,7.4,stable,0.4173000000000001,No NPL Sites,One Harmful Powerplants
Umatilla,Oregon,0,0.0,2,54887.36200000002,-2.3,stable,0.4173000000000001,No NPL Sites,Two Harmful Powerplants
Marquette,Michigan,0,0.0,4,6852.539011999998,-1.9,stable,0.4172,No NPL Sites,More Than Two Harmful Powerplants
Hettinger,North Dakota,0,0.0,0,0.0,-7.4,stable,0.4172,No NPL Sites,No Harmful Powerplants
Teton,Montana,0,0.0,0,351.27,-5.2,stable,0.4172,No NPL Sites,No Harmful Powerplants
Emery,Utah,0,0.0,2,74991.71290800003,-0.1,stable,0.4171,No NPL Sites,Two Harmful Powerplants
Greene,Missouri,3,128.53,3,2324.065023,-0.7,stable,0.4171,Have NPL Sites,More Than Two Harmful Powerplants
Lake and Peninsula,Alaska,0,0.0,0,0.0,-12.0,stable,0.417,No NPL Sites,No Harmful Powerplants
Otero,New Mexico,0,0.0,0,131.47,0.1,stable,0.417,No NPL Sites,No Harmful Powerplants
Sanilac,Michigan,0,0.0,2,8.122879999999999,4.6,stable,0.4169,No NPL Sites,Two Harmful Powerplants
Lincoln,South Dakota,0,0.0,0,0.0,0.7,stable,0.4168,No NPL Sites,No Harmful Powerplants
Goliad,Texas,0,0.0,1,20102.752994,0.7,stable,0.4168,No NPL Sites,One Harmful Powerplants
Appling,Georgia,0,0.0,1,71982.44900000001,-0.6,stable,0.4168,No NPL Sites,One Harmful Powerplants
Callahan,Texas,0,0.0,0,0.0,-1.3,stable,0.4167000000000001,No NPL Sites,No Harmful Powerplants
Lauderdale,Mississippi,0,0.0,2,61.78,0.4,stable,0.4167000000000001,No NPL Sites,Two Harmful Powerplants
Lamar,Mississippi,0,0.0,1,2550.3079989999997,1.9,stable,0.4167000000000001,No NPL Sites,One Harmful Powerplants
Taylor,West Virginia,0,0.0,0,0.0,5.8,rising,0.4167000000000001,No NPL Sites,No Harmful Powerplants
Winkler,Texas,1,50.0,0,1224.0590000000002,6.6,stable,0.4164999999999999,Have NPL Sites,No Harmful Powerplants
Stanislaus,California,3,124.85,7,11307.945000000003,-1.7,falling,0.4164999999999999,Have NPL Sites,More Than Two Harmful Powerplants
Washtenaw,Michigan,0,0.0,3,528.0373559999999,-1.0,stable,0.4164,No NPL Sites,More Than Two Harmful Powerplants
Wise,Texas,0,0.0,3,42235.9046,0.2,stable,0.416,No NPL Sites,More Than Two Harmful Powerplants
Wagoner,Oklahoma,0,0.0,1,21152.179,-1.6,stable,0.4158,No NPL Sites,One Harmful Powerplants
Lee,Florida,0,0.0,3,10715.727144,-1.6,stable,0.4158,No NPL Sites,More Than Two Harmful Powerplants
Christian,Missouri,0,0.0,1,1225.0500010000005,2.0,stable,0.4157,No NPL Sites,One Harmful Powerplants
San Diego,California,1,33.79,36,26383.626740000003,-1.7,falling,0.4157,Have NPL Sites,More Than Two Harmful Powerplants
Natrona,Wyoming,0,0.0,0,3553.112,-1.3,falling,0.4154,No NPL Sites,No Harmful Powerplants
De Kalb,Tennessee,0,0.0,0,0.0,-2.4,stable,0.4154,No NPL Sites,No Harmful Powerplants
Martin,Indiana,0,0.0,0,0.0,-8.6,stable,0.4154,No NPL Sites,No Harmful Powerplants
Ventura,California,2,104.32,9,8370.751000000002,-1.8,falling,0.4153,Have NPL Sites,More Than Two Harmful Powerplants
Camden,Missouri,0,0.0,0,2.6660000000000004,2.9,stable,0.4153,No NPL Sites,No Harmful Powerplants
Hill,Montana,0,0.0,0,0.0,-3.4,stable,0.4152,No NPL Sites,No Harmful Powerplants
Kimball,Nebraska,0,0.0,1,6741.0149999999985,4.5,stable,0.4152,No NPL Sites,One Harmful Powerplants
Jeff Davis,Georgia,0,0.0,0,187.706,-1.4,falling,0.4152,No NPL Sites,No Harmful Powerplants
Calhoun,West Virginia,0,0.0,0,0.0,-6.5,stable,0.4151,No NPL Sites,No Harmful Powerplants
San Mateo,California,0,0.0,5,561.7107199999998,-2.1,falling,0.415,No NPL Sites,More Than Two Harmful Powerplants
San Augustine,Texas,0,0.0,0,0.0,3.5,stable,0.4149,No NPL Sites,No Harmful Powerplants
Fergus,Montana,0,0.0,0,0.0,5.6,stable,0.4149,No NPL Sites,No Harmful Powerplants
Cooke,Texas,0,0.0,0,2351.597,-1.6,stable,0.4149,No NPL Sites,No Harmful Powerplants
Taylor,Wisconsin,1,34.24,0,2.845,1.7,stable,0.4148,Have NPL Sites,No Harmful Powerplants
Smith,Mississippi,0,0.0,1,727.205,9.8,stable,0.4148,No NPL Sites,One Harmful Powerplants
Pickett,Tennessee,0,0.0,0,0.0,-6.7,stable,0.4147,No NPL Sites,No Harmful Powerplants
De Kalb,Indiana,0,0.0,0,0.0,-4.8,stable,0.4146,No NPL Sites,No Harmful Powerplants
Lubbock,Texas,0,0.0,6,9235.855682,-1.5,falling,0.4145,No NPL Sites,More Than Two Harmful Powerplants
Brown,Nebraska,0,0.0,0,911.0239999999999,-8.1,stable,0.4145,No NPL Sites,No Harmful Powerplants
Hooker,Nebraska,0,0.0,0,0.0,-26.0,stable,0.4145,No NPL Sites,No Harmful Powerplants
Craig,Virginia,0,0.0,0,0.0,12.6,stable,0.4144,No NPL Sites,No Harmful Powerplants
Mecosta,Michigan,0,0.0,0,108.315,4.2,stable,0.4144,No NPL Sites,No Harmful Powerplants
Boise,Idaho,0,0.0,0,334.746,-0.1,stable,0.4143,No NPL Sites,No Harmful Powerplants
Louisa,Iowa,0,0.0,0,0.0,-0.2,stable,0.4141000000000001,No NPL Sites,No Harmful Powerplants
Montgomery,Arkansas,0,0.0,0,0.0,-0.6,stable,0.414,No NPL Sites,No Harmful Powerplants
McIntosh,Oklahoma,0,0.0,0,1099.341,2.3,stable,0.414,No NPL Sites,No Harmful Powerplants
Ellis,Oklahoma,0,0.0,0,867.5870000000001,5.1,stable,0.414,No NPL Sites,No Harmful Powerplants
Franklin,Virginia,0,0.0,4,579.1180009999999,-1.3,stable,0.414,No NPL Sites,More Than Two Harmful Powerplants
Miami-Dade,Florida,6,251.38,5,96953.875953,-1.3,stable,0.414,Have NPL Sites,More Than Two Harmful Powerplants
Scott,Arkansas,0,0.0,0,0.0,-2.9,stable,0.4139000000000001,No NPL Sites,No Harmful Powerplants
Monroe,Ohio,1,46.44,1,0.16300000000000006,8.7,stable,0.4138,Have NPL Sites,One Harmful Powerplants
Parke,Indiana,0,0.0,0,0.0,2.9,stable,0.4137,No NPL Sites,No Harmful Powerplants
Bland,Virginia,0,0.0,0,0.0,-1.5,stable,0.4137,No NPL Sites,No Harmful Powerplants
Addison,Vermont,0,0.0,2,341.81293000000005,0.0,stable,0.4137,No NPL Sites,Two Harmful Powerplants
Deaf Smith,Texas,0,0.0,0,4721.273,-2.1,stable,0.4136,No NPL Sites,No Harmful Powerplants
Texas,Oklahoma,0,0.0,0,4678.503049999998,-4.8,stable,0.4136,No NPL Sites,No Harmful Powerplants
Reynolds,Missouri,0,0.0,0,-610.771,-1.0,stable,0.4136,No NPL Sites,No Harmful Powerplants
Shannon,South Dakota,0,0.0,0,0.0,-0.4,stable,0.4134000000000001,No NPL Sites,No Harmful Powerplants
San Joaquin,California,3,154.26,15,11871.257795,-1.2,falling,0.4132,Have NPL Sites,More Than Two Harmful Powerplants
Eastland,Texas,0,0.0,0,839.298,1.0,stable,0.4131,No NPL Sites,No Harmful Powerplants
Brazoria,Texas,1,50.0,8,52080.111229,-1.6,stable,0.4131,Have NPL Sites,More Than Two Harmful Powerplants
Bowie,Texas,3,103.35,0,0.0,-3.4,falling,0.4129,Have NPL Sites,No Harmful Powerplants
Lincoln,Oklahoma,0,0.0,0,0.0,1.9,stable,0.4128,No NPL Sites,No Harmful Powerplants
Henderson,Illinois,0,0.0,0,0.0,0.3,stable,0.4128,No NPL Sites,No Harmful Powerplants
Barnwell,South Carolina,1,68.26,0,5.602,3.2,stable,0.4128,Have NPL Sites,No Harmful Powerplants
Washington,Alabama,2,93.13,0,0.0,-5.6,stable,0.4128,Have NPL Sites,No Harmful Powerplants
Hampton,South Carolina,0,0.0,0,7.277,-1.4,stable,0.4126,No NPL Sites,No Harmful Powerplants
Bledsoe,Tennessee,0,0.0,0,0.0,-5.4,stable,0.4125,No NPL Sites,No Harmful Powerplants
Fauquier,Virginia,0,0.0,2,5414.255006000001,2.4,stable,0.4125,No NPL Sites,Two Harmful Powerplants
Meade,South Dakota,1,33.62,0,0.0,-0.5,stable,0.4125,Have NPL Sites,No Harmful Powerplants
Jerome,Idaho,0,0.0,1,56.58112,-1.4,stable,0.4125,No NPL Sites,One Harmful Powerplants
Madison,Arkansas,0,0.0,0,0.0,2.9,stable,0.4124,No NPL Sites,No Harmful Powerplants
Conway,Arkansas,0,0.0,0,692.4680000000002,1.2,stable,0.4124,No NPL Sites,No Harmful Powerplants
Wayne,Nebraska,0,0.0,2,2.0329999999999995,-11.3,stable,0.4123,No NPL Sites,Two Harmful Powerplants
Williamson,Texas,0,0.0,1,112.73828,1.4,stable,0.4123,No NPL Sites,One Harmful Powerplants
Bayfield,Wisconsin,0,0.0,0,0.0,3.7,stable,0.4122,No NPL Sites,No Harmful Powerplants
Dickinson,Michigan,0,0.0,1,2851.904593,1.7,stable,0.4122,No NPL Sites,One Harmful Powerplants
Whitley,Indiana,1,42.33,0,0.0,-2.1,stable,0.4122,Have NPL Sites,No Harmful Powerplants
Bulloch,Georgia,0,0.0,0,0.0,-0.6,stable,0.412,No NPL Sites,No Harmful Powerplants
Coffee,Alabama,0,0.0,0,0.0,-1.1,stable,0.412,No NPL Sites,No Harmful Powerplants
Hamilton,Florida,0,0.0,0,390.01932,3.0,stable,0.412,No NPL Sites,No Harmful Powerplants
Garfield,Colorado,0,0.0,1,535.3864599999998,-0.3,stable,0.4118999999999999,No NPL Sites,One Harmful Powerplants
Tattnall,Georgia,0,0.0,0,0.0,-1.4,falling,0.4118999999999999,No NPL Sites,No Harmful Powerplants
Del Norte,California,0,0.0,0,0.0,-1.3,stable,0.4118,No NPL Sites,No Harmful Powerplants
Shelby,Ohio,0,0.0,2,0.696,4.1,stable,0.4116,No NPL Sites,Two Harmful Powerplants
Modoc,California,0,0.0,0,0.0,-0.9,stable,0.4116,No NPL Sites,No Harmful Powerplants
Jerauld,South Dakota,0,0.0,0,4227.848,-5.2,stable,0.4115,No NPL Sites,No Harmful Powerplants
Burleson,Texas,0,0.0,0,0.0,5.4,stable,0.4115,No NPL Sites,No Harmful Powerplants
Menominee,Wisconsin,0,0.0,0,0.0,1.9,stable,0.4115,No NPL Sites,No Harmful Powerplants
Powhatan,Virginia,0,0.0,0,31.512,-3.3,stable,0.4115,No NPL Sites,No Harmful Powerplants
Pulaski,Virginia,0,0.0,2,191.825,1.7,stable,0.4114,No NPL Sites,Two Harmful Powerplants
Salt Lake,Utah,4,192.24,10,6519.817409,-0.8,falling,0.4114,Have NPL Sites,More Than Two Harmful Powerplants
Noble,Indiana,0,0.0,0,0.0,-1.3,stable,0.4114,No NPL Sites,No Harmful Powerplants
Davis,Utah,3,149.94,3,96.79500000000002,0.2,stable,0.4112,Have NPL Sites,More Than Two Harmful Powerplants
Florence,Wisconsin,0,0.0,0,539.425,-4.2,stable,0.4111,No NPL Sites,No Harmful Powerplants
Campbell,South Dakota,0,0.0,0,813.627,-2.6,stable,0.4111,No NPL Sites,No Harmful Powerplants
Allamakee,Iowa,0,0.0,1,0.1158,-0.2,stable,0.4111,No NPL Sites,One Harmful Powerplants
Mackinac,Michigan,0,0.0,1,15.269,-8.3,falling,0.4111,No NPL Sites,One Harmful Powerplants
Aiken,South Carolina,1,47.7,4,105565.718062,-1.3,stable,0.41100000000000003,Have NPL Sites,More Than Two Harmful Powerplants
Colfax,Nebraska,0,0.0,0,0.0,-3.2,stable,0.41100000000000003,No NPL Sites,No Harmful Powerplants
Benson,North Dakota,0,0.0,0,0.0,6.0,stable,0.41100000000000003,No NPL Sites,No Harmful Powerplants
Maui,Hawaii,0,0.0,5,4876.140179999999,0.0,stable,0.4109,No NPL Sites,More Than Two Harmful Powerplants
Iosco,Michigan,1,37.29,0,667.1310000000002,2.4,stable,0.4109,Have NPL Sites,No Harmful Powerplants
Plumas,California,0,0.0,2,4700.809550000001,-1.0,stable,0.4109,No NPL Sites,Two Harmful Powerplants
Mesa,Colorado,0,0.0,1,97.74634,1.4,stable,0.4108000000000001,No NPL Sites,One Harmful Powerplants
Whitfield,Georgia,0,0.0,1,21039.453,-1.5,falling,0.4106,No NPL Sites,One Harmful Powerplants
Henry,Virginia,0,0.0,0,100.63,4.2,stable,0.4106,No NPL Sites,No Harmful Powerplants
Jefferson,Colorado,2,107.25,3,1208.7953600000005,-1.6,stable,0.4106,Have NPL Sites,More Than Two Harmful Powerplants
Union,Oregon,0,0.0,0,1519.14,-4.9,stable,0.4105,No NPL Sites,No Harmful Powerplants
Gentry,Missouri,0,0.0,2,3369.454,-2.3,stable,0.4105,No NPL Sites,Two Harmful Powerplants
Benton,Mississippi,0,0.0,1,24319.023999999998,-1.7,stable,0.4105,No NPL Sites,One Harmful Powerplants
Jefferson,Iowa,1,38.05,0,0.0,0.0,stable,0.4104,Have NPL Sites,No Harmful Powerplants
Klickitat,Washington,0,0.0,2,97206.591,0.4,stable,0.4104,No NPL Sites,Two Harmful Powerplants
Hampshire,Massachusetts,0,0.0,3,206.69006000000002,-1.7,falling,0.4102000000000001,No NPL Sites,More Than Two Harmful Powerplants
Norton City,Virginia,0,0.0,0,0.0,-13.5,falling,0.4101,No NPL Sites,No Harmful Powerplants
Sandoval,New Mexico,0,0.0,1,18.627,-0.6,falling,0.4098,No NPL Sites,One Harmful Powerplants
Atoka,Oklahoma,0,0.0,0,0.0,-8.4,stable,0.4097,No NPL Sites,No Harmful Powerplants
Ravalli,Montana,0,0.0,0,0.0,-2.7,stable,0.4095,No NPL Sites,No Harmful Powerplants
Liberty,Texas,1,29.94,0,0.0,-0.7,stable,0.4094,Have NPL Sites,No Harmful Powerplants
Missoula,Montana,1,43.78,0,0.0,1.1,stable,0.4094,Have NPL Sites,No Harmful Powerplants
Ector,Texas,3,135.45,3,27185.557,1.3,stable,0.4093000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Richland,Wisconsin,0,0.0,1,41.815,-3.5,stable,0.4092,No NPL Sites,One Harmful Powerplants
Buffalo,Wisconsin,0,0.0,1,8662.885026000002,1.7,stable,0.4091,No NPL Sites,One Harmful Powerplants
Rockwall,Texas,0,0.0,0,0.0,0.7,stable,0.409,No NPL Sites,No Harmful Powerplants
San Jacinto,Texas,0,0.0,1,719.7689999999999,-5.5,stable,0.409,No NPL Sites,One Harmful Powerplants
Butler,Alabama,0,0.0,0,0.0,1.6,stable,0.409,No NPL Sites,No Harmful Powerplants
Mercer,Missouri,0,0.0,0,0.0,-2.7,stable,0.4089,No NPL Sites,No Harmful Powerplants
Elliott,Kentucky,0,0.0,0,0.0,-0.8,stable,0.4089,No NPL Sites,No Harmful Powerplants
Dawes,Nebraska,0,0.0,0,0.0,4.1,stable,0.4088000000000001,No NPL Sites,No Harmful Powerplants
Winchester City,Virginia,0,0.0,1,59.903,2.3,stable,0.4087000000000001,No NPL Sites,One Harmful Powerplants
Burnet,Texas,1,50.0,1,10828.307,-3.0,falling,0.4087000000000001,Have NPL Sites,One Harmful Powerplants
Dade,Georgia,0,0.0,0,0.0,-1.3,stable,0.4083,No NPL Sites,No Harmful Powerplants
Douglas,Oregon,1,50.0,4,854.3320039999999,-3.6,stable,0.4083,Have NPL Sites,More Than Two Harmful Powerplants
Garrett,Maryland,0,0.0,1,46732.099906,2.1,stable,0.4082,No NPL Sites,One Harmful Powerplants
Teller,Colorado,0,0.0,0,0.0,-5.2,stable,0.4081,No NPL Sites,No Harmful Powerplants
Miami,Indiana,0,0.0,1,10.283,2.0,stable,0.4079999999999999,No NPL Sites,One Harmful Powerplants
Adair,Oklahoma,0,0.0,0,0.0,4.1,stable,0.4079999999999999,No NPL Sites,No Harmful Powerplants
Morris,Texas,0,0.0,2,32956.518211,-0.1,stable,0.4078,No NPL Sites,Two Harmful Powerplants
Chippewa,Michigan,1,30.16,1,1824.844,3.3,stable,0.4078,Have NPL Sites,One Harmful Powerplants
Van Buren,Tennessee,0,0.0,0,657.4630000000002,-10.8,stable,0.4076000000000001,No NPL Sites,No Harmful Powerplants
Ramsey,North Dakota,0,0.0,0,0.0,2.7,stable,0.4074,No NPL Sites,No Harmful Powerplants
Ontonagon,Michigan,0,0.0,1,327.028,-5.8,stable,0.4073,No NPL Sites,One Harmful Powerplants
Ohio,Indiana,0,0.0,1,18588.58906,-9.8,stable,0.4073,No NPL Sites,One Harmful Powerplants
Pierce,North Dakota,0,0.0,0,2017.764,15.1,stable,0.4072,No NPL Sites,No Harmful Powerplants
Oceana,Michigan,0,0.0,1,0.0,4.8,stable,0.4071,No NPL Sites,One Harmful Powerplants
Custer,Idaho,0,0.0,0,0.0,-0.8,stable,0.4071,No NPL Sites,No Harmful Powerplants
La Moure,North Dakota,0,0.0,0,0.0,-3.9,stable,0.4069,No NPL Sites,No Harmful Powerplants
Clay,Nebraska,0,0.0,0,0.0,-4.6,stable,0.4069,No NPL Sites,No Harmful Powerplants
Jackson,Tennessee,0,0.0,0,0.0,-4.4,stable,0.4067,No NPL Sites,No Harmful Powerplants
Yolo,California,1,35.04,2,1362.8700119999999,-0.9,falling,0.4064,Have NPL Sites,Two Harmful Powerplants
Fremont,Wyoming,0,0.0,2,117.90491999999999,-4.0,stable,0.4062,No NPL Sites,Two Harmful Powerplants
Prince Georges,Maryland,0,0.0,0,0.0,-0.8,stable,0.4061,No NPL Sites,No Harmful Powerplants
Adams,Colorado,2,93.28,3,19766.592141,-0.9,stable,0.406,Have NPL Sites,More Than Two Harmful Powerplants
San Francisco,California,1,48.77,5,450.263,-1.1,falling,0.406,Have NPL Sites,More Than Two Harmful Powerplants
Newton,Missouri,3,150.0,0,0.0,-5.0,stable,0.4059,Have NPL Sites,No Harmful Powerplants
Franklin,Texas,0,0.0,0,0.0,-3.1,stable,0.4057,No NPL Sites,No Harmful Powerplants
Arapahoe,Colorado,1,48.36,2,702.222,-2.7,falling,0.4057,Have NPL Sites,Two Harmful Powerplants
Sheridan,Wyoming,0,0.0,0,0.0,-2.6,stable,0.4056000000000001,No NPL Sites,No Harmful Powerplants
Chaffee,Colorado,0,0.0,0,9.116,-0.5,stable,0.4056000000000001,No NPL Sites,No Harmful Powerplants
Moffat,Colorado,0,0.0,1,41778.254067,-6.6,stable,0.4055,No NPL Sites,One Harmful Powerplants
Denton,Texas,0,0.0,4,632.8867100000001,-2.8,falling,0.4055,No NPL Sites,More Than Two Harmful Powerplants
Oscoda,Michigan,0,0.0,0,79.822,2.8,stable,0.4054,No NPL Sites,No Harmful Powerplants
Radford City,Virginia,0,0.0,0,955.9848,4.1,stable,0.4053,No NPL Sites,No Harmful Powerplants
Sequoyah,Oklahoma,0,0.0,0,2722.342,7.8,stable,0.4053,No NPL Sites,No Harmful Powerplants
Kenai Peninsula,Alaska,0,0.0,9,7760.974379999999,2.1,stable,0.4053,No NPL Sites,More Than Two Harmful Powerplants
Taney,Missouri,0,0.0,0,2587.105,-2.3,stable,0.4052,No NPL Sites,No Harmful Powerplants
Collin,Texas,0,0.0,1,11.82,-1.5,stable,0.4052,No NPL Sites,One Harmful Powerplants
Jefferson,Idaho,0,0.0,0,0.0,-0.2,stable,0.4051,No NPL Sites,No Harmful Powerplants
Lincoln,Louisiana,0,0.0,1,223.772,-0.4,stable,0.4051,No NPL Sites,One Harmful Powerplants
Foard,Texas,0,0.0,0,0.0,5.5,stable,0.4049,No NPL Sites,No Harmful Powerplants
San Bernardino,California,5,196.77,20,61449.284691999994,-3.2,falling,0.4049,Have NPL Sites,More Than Two Harmful Powerplants
Harlan,Nebraska,0,0.0,0,0.0,-4.4,stable,0.4048,No NPL Sites,No Harmful Powerplants
Armstrong,Texas,0,0.0,0,1497.194,-18.3,stable,0.4046,No NPL Sites,No Harmful Powerplants
Tuolumne,California,0,0.0,2,12570.039798,-12.7,falling,0.4045,No NPL Sites,Two Harmful Powerplants
Leon,Florida,0,0.0,1,3255.930008,-2.0,stable,0.4045,No NPL Sites,One Harmful Powerplants
Calaveras,California,0,0.0,1,5249.446999999999,-0.8,stable,0.4045,No NPL Sites,One Harmful Powerplants
Columbia,Arkansas,0,0.0,0,0.0,-3.6,stable,0.4045,No NPL Sites,No Harmful Powerplants
Hickman,Kentucky,0,0.0,0,0.0,-0.3,stable,0.4045,No NPL Sites,No Harmful Powerplants
Delaware,Oklahoma,0,0.0,0,2043.5020000000002,-1.6,stable,0.4042000000000001,No NPL Sites,No Harmful Powerplants
Ottawa,Michigan,1,39.66,13,39130.661802999995,-0.9,stable,0.4042000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Riverside,California,3,82.44,14,33567.962617000005,-1.0,falling,0.4041,Have NPL Sites,More Than Two Harmful Powerplants
Orange,California,2,79.2,20,20451.15609999999,-0.9,falling,0.4041,Have NPL Sites,More Than Two Harmful Powerplants
Dillingham,Alaska,0,0.0,6,255.84,-6.7,stable,0.4041,No NPL Sites,More Than Two Harmful Powerplants
Garza,Texas,0,0.0,0,0.0,-12.5,stable,0.40399999999999997,No NPL Sites,No Harmful Powerplants
Lake,Montana,0,0.0,0,5122.957999999999,3.4,stable,0.40399999999999997,No NPL Sites,No Harmful Powerplants
Weston,Wyoming,0,0.0,0,0.0,3.0,stable,0.4039,No NPL Sites,No Harmful Powerplants
Douglas,Nevada,0,0.0,0,0.0,0.4,stable,0.4039,No NPL Sites,No Harmful Powerplants
Scotts Bluff,Nebraska,0,0.0,1,98.7742,7.3,stable,0.4039,No NPL Sites,One Harmful Powerplants
Nevada,California,1,33.66,0,5598.525,-1.9,falling,0.4038,Have NPL Sites,No Harmful Powerplants
Clear Creek,Colorado,1,51.39,0,-798.0220000000003,4.3,stable,0.4037,Have NPL Sites,No Harmful Powerplants
Howard,Maryland,0,0.0,1,28.068,-3.4,stable,0.4037,No NPL Sites,One Harmful Powerplants
Schley,Georgia,0,0.0,0,0.0,-0.8,stable,0.4036000000000001,No NPL Sites,No Harmful Powerplants
Frederick,Virginia,0,0.0,1,240.295,-0.9,stable,0.4035,No NPL Sites,One Harmful Powerplants
Dawson,Nebraska,0,0.0,1,1141.9140000000002,2.8,stable,0.4033999999999999,No NPL Sites,One Harmful Powerplants
Lee,Alabama,0,0.0,2,56600.717,0.0,stable,0.4032,No NPL Sites,Two Harmful Powerplants
Bates,Missouri,0,0.0,1,18.17488,-2.2,stable,0.4032,No NPL Sites,One Harmful Powerplants
Bingham,Idaho,1,51.91,1,653.2970999999998,0.5,stable,0.4032,Have NPL Sites,One Harmful Powerplants
Washington,Utah,0,0.0,6,1002.9060000000001,0.0,stable,0.4032,No NPL Sites,More Than Two Harmful Powerplants
Aleutians West,Alaska,1,51.37,4,483.28015999999997,-0.7,stable,0.4031,Have NPL Sites,More Than Two Harmful Powerplants
Winneshiek,Iowa,0,0.0,0,17.229789999999998,0.0,stable,0.403,No NPL Sites,No Harmful Powerplants
Polk,Wisconsin,0,0.0,1,629.8289999999997,0.1,stable,0.4029,No NPL Sites,One Harmful Powerplants
Portage,Wisconsin,0,0.0,1,348.97173,-4.7,stable,0.4029,No NPL Sites,One Harmful Powerplants
Roberts,South Dakota,0,0.0,1,0.0,1.0,stable,0.4029,No NPL Sites,One Harmful Powerplants
Custer,Nebraska,0,0.0,2,2604.009,-2.4,stable,0.4028000000000001,No NPL Sites,Two Harmful Powerplants
Floyd,Texas,0,0.0,0,4895.063,1.3,stable,0.4027,No NPL Sites,No Harmful Powerplants
Lancaster,Virginia,0,0.0,0,0.0,1.1,stable,0.4025,No NPL Sites,No Harmful Powerplants
Antelope,Nebraska,0,0.0,0,3932.112,-0.2,stable,0.4025,No NPL Sites,No Harmful Powerplants
Toole,Montana,0,0.0,0,0.0,-16.5,stable,0.4024,No NPL Sites,No Harmful Powerplants
Treutlen,Georgia,0,0.0,0,0.0,0.5,stable,0.4024,No NPL Sites,No Harmful Powerplants
Williams,Ohio,0,0.0,6,33.07727,1.4,stable,0.4023000000000001,No NPL Sites,More Than Two Harmful Powerplants
Jackson,Wisconsin,0,0.0,0,0.0,-2.2,stable,0.4023000000000001,No NPL Sites,No Harmful Powerplants
San Juan,Washington,0,0.0,0,0.0,-1.3,falling,0.4022000000000001,No NPL Sites,No Harmful Powerplants
Dunn,Wisconsin,0,0.0,0,339.756,-2.5,stable,0.402,No NPL Sites,No Harmful Powerplants
Idaho,Idaho,0,0.0,0,0.0,-0.3,stable,0.4019,No NPL Sites,No Harmful Powerplants
Walker,Georgia,1,30.78,0,0.0,-1.6,falling,0.4015,Have NPL Sites,No Harmful Powerplants
Midland,Texas,2,100.0,0,0.0,-5.5,falling,0.4015,Have NPL Sites,No Harmful Powerplants
Alcona,Michigan,0,0.0,1,721.564993,-0.8,stable,0.4012,No NPL Sites,One Harmful Powerplants
Luna,New Mexico,0,0.0,1,10660.952,0.2,stable,0.4011,No NPL Sites,One Harmful Powerplants
Columbia,Georgia,0,0.0,0,3380.4376,-1.0,falling,0.4011,No NPL Sites,No Harmful Powerplants
Cheyenne,Colorado,0,0.0,0,0.0,-8.8,stable,0.4011,No NPL Sites,No Harmful Powerplants
St Joseph,Michigan,1,42.24,1,99.255,1.0,stable,0.4009,Have NPL Sites,One Harmful Powerplants
Calhoun,Michigan,3,114.07,3,72.13556,3.0,stable,0.4009,Have NPL Sites,More Than Two Harmful Powerplants
Greene,Virginia,0,0.0,0,0.0,-1.5,stable,0.4007999999999999,No NPL Sites,No Harmful Powerplants
Bosque,Texas,0,0.0,1,21587.724,2.5,stable,0.4007999999999999,No NPL Sites,One Harmful Powerplants
Galveston,Texas,3,100.0,3,26333.797003,-3.2,falling,0.4007,Have NPL Sites,More Than Two Harmful Powerplants
Manassas City,Virginia,0,0.0,7,3.29,2.2,stable,0.4007,No NPL Sites,More Than Two Harmful Powerplants
Graham,North Carolina,0,0.0,0,11594.842,-3.0,stable,0.4006,No NPL Sites,No Harmful Powerplants
Moniteau,Missouri,0,0.0,0,0.0,-3.4,stable,0.4004,No NPL Sites,No Harmful Powerplants
Tillamook,Oregon,0,0.0,1,15.522520000000002,-3.3,stable,0.4004,No NPL Sites,One Harmful Powerplants
Harris,Texas,14,664.7299999999998,28,207746.09240900003,-3.6,falling,0.4001,Have NPL Sites,More Than Two Harmful Powerplants
Jefferson,Texas,1,50.0,9,41257.28150100001,-1.5,falling,0.3999,Have NPL Sites,More Than Two Harmful Powerplants
Moore,Tennessee,0,0.0,0,256.913,-0.6,stable,0.3998,No NPL Sites,No Harmful Powerplants
Hale,Alabama,0,0.0,1,146.19799999999995,-3.4,stable,0.3997,No NPL Sites,One Harmful Powerplants
