State,FIPS,case_per_100k,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,incidence_rate_trend,Lower 95% CI,Upper 95% CI,county,State_Code,Cancer_Rate
New Jersey,34015,539.5,528.2,551.0,1813,falling,-8.4,-13.5,-3.0,Gloucester,NJ,0.005395
Georgia,13287,538.8,475.8,608.2,56,stable,0.3,-1.4,2.0,Turner,GA,0.0053879999999999996
Kentucky,21005,538.7,498.0,581.8,136,stable,-0.1,-1.2,1.0,Anderson,KY,0.005387
Kentucky,21093,538.5,519.2,558.5,606,stable,-0.1,-0.5,0.3,Hardin,KY,0.005385
Virginia,51183,538.3,486.1,595.1,81,stable,3.2,-1.3,8.1,Sussex,VA,0.005383
Mississippi,28011,538.1,504.0,573.8,200,stable,-3.9,-13.7,6.9,Bolivar,MS,0.005381
Iowa,19073,537.8,480.7,600.5,73,rising,1.1,0.1,2.0,Greene,IA,0.005378
Illinois,17137,537.6,507.0,569.8,247,stable,2.5,-2.6,8.0,Morgan,IL,0.005376000000000001
Kentucky,21069,536.9,489.0,588.5,98,stable,0.0,-1.1,1.2,Fleming,KY,0.005369
Louisiana,22037,536.8,495.5,580.8,135,stable,0.2,-0.9,1.4,East Feliciana,LA,0.0053679999999999995
Florida,12053,536.7,524.0,549.7,1617,stable,-1.9,-4.6,1.0,Hernando,FL,0.005367
Kentucky,21081,536.5,496.0,579.4,137,stable,0.3,-0.5,1.1,Grant,KY,0.005365
South Dakota,46099,536.4,520.9,552.3,967,stable,-3.6,-10.0,3.3,Minnehaha,SD,0.005364
Georgia,13293,536.2,501.3,573.0,186,stable,0.6,-0.3,1.5,Upson,GA,0.0053620000000000004
South Dakota,46127,535.8,487.3,588.1,96,stable,-5.6,-12.2,1.4,Union,SD,0.005358
Kentucky,21147,535.7,490.9,583.7,111,stable,-0.2,-1.7,1.3,McCreary,KY,0.005357000000000001
Montana,30061,535.3,450.8,633.1,37,stable,-0.8,-24.3,30.1,Mineral,MT,0.005352999999999999
Louisiana,22035,535.1,465.3,612.6,43,stable,0.3,-1.3,2.0,East Carroll,LA,0.005351
New York,36013,535.1,519.3,551.2,946,stable,0.2,-0.3,0.7,Chautauqua,NY,0.005351
North Dakota,38073,535.0,457.9,622.1,40,falling,-12.1,-16.8,-7.1,Ransom,ND,0.00535
Delaware,10001,534.8,520.3,549.6,1070,stable,-1.0,-2.7,0.8,Kent,DE,0.0053479999999999995
Louisiana,22067,534.4,498.8,571.9,179,stable,0.3,-0.6,1.3,Morehouse,LA,0.005344
Montana,30103,533.9,356.0,794.8,7,stable,-4.8,-41.7,55.5,Treasure,MT,0.005339
Illinois,17065,533.7,475.0,598.3,64,stable,-2.6,-14.9,11.5,Hamilton,IL,0.005337000000000001
Kentucky,21115,533.6,495.5,574.0,154,stable,0.4,-0.4,1.2,Johnson,KY,0.0053360000000000005
Kentucky,21085,533.2,497.2,571.2,173,stable,0.6,-0.6,1.9,Grayson,KY,0.005332000000000001
Kentucky,21099,533.1,490.5,578.6,123,stable,0.9,-0.5,2.2,Hart,KY,0.005331
Kentucky,21183,533.1,496.0,572.3,160,stable,0.9,-0.2,2.0,Ohio,KY,0.005331
Illinois,17003,533.1,468.2,605.1,54,stable,3.9,-8.7,18.2,Alexander,IL,0.005331
South Dakota,46107,533.0,422.3,667.6,22,stable,-8.0,-40.1,41.4,Potter,SD,0.00533
Florida,12089,532.9,512.8,553.6,584,stable,2.2,-3.3,8.0,Nassau,FL,0.0053289999999999995
Michigan,26143,532.7,497.5,570.2,238,stable,2.1,-5.9,10.8,Roscommon,MI,0.005327
Kentucky,21111,532.7,525.8,539.7,4723,falling,-0.4,-0.7,-0.2,Jefferson,KY,0.005327
Illinois,17121,532.6,503.8,562.6,277,stable,0.2,-4.1,4.6,Marion,IL,0.005326
New York,36045,532.5,513.4,552.2,604,stable,0.0,-0.6,0.6,Jefferson,NY,0.005325
Kentucky,21017,532.4,492.4,575.0,138,stable,-0.8,-1.9,0.3,Bourbon,KY,0.005324
Iowa,19133,532.4,475.8,594.7,76,stable,0.4,-0.3,1.0,Monona,IA,0.005324
Wisconsin,55085,532.4,504.5,561.6,314,stable,-2.7,-11.5,6.9,Oneida,WI,0.005324
New York,36075,532.2,514.8,550.1,752,stable,-0.4,-0.9,0.1,Oswego,NY,0.005322
Louisiana,22047,531.9,499.1,566.3,205,falling,-2.9,-4.2,-1.6,Iberville,LA,0.005319
Illinois,17061,531.8,483.9,583.6,96,stable,3.6,-11.5,21.4,Greene,IL,0.005318
Illinois,17025,531.6,483.8,583.1,99,stable,2.6,-5.2,11.1,Clay,IL,0.005316
Georgia,13187,531.1,496.4,567.7,191,stable,0.0,-1.1,1.2,Lumpkin,GA,0.005311000000000001
Kentucky,21185,530.9,504.7,558.0,348,falling,-0.8,-1.3,-0.3,Oldham,KY,0.0053089999999999995
New York,36121,530.6,501.9,560.6,270,stable,0.1,-1.0,1.1,Wyoming,NY,0.005306
Tennessee,47025,530.6,498.8,563.9,225,stable,0.8,-8.2,10.7,Claiborne,TN,0.005306
Oregon,41055,530.4,407.5,684.5,15,stable,-6.0,-30.8,27.7,Sherman,OR,0.005304
New York,36103,530.3,525.5,535.2,9577,falling,-0.9,-1.5,-0.4,Suffolk,NY,0.0053029999999999996
Illinois,17017,530.3,480.5,584.0,87,stable,3.3,-10.2,18.8,Cass,IL,0.0053029999999999996
Illinois,17153,530.1,458.7,610.6,44,stable,-2.7,-13.7,9.7,Pulaski,IL,0.005301
Kentucky,21087,529.9,477.9,586.5,82,rising,1.7,0.6,2.8,Green,KY,0.005299
Pennsylvania,42047,529.7,498.6,562.4,241,stable,2.4,-3.4,8.6,Elk,PA,0.0052970000000000005
New Jersey,34005,529.6,520.9,538.5,2931,falling,-7.8,-12.3,-3.1,Burlington,NJ,0.005296
New York,36083,529.4,514.5,544.5,1026,stable,0.7,-1.6,2.9,Rensselaer,NY,0.005294
Kentucky,21057,529.3,464.3,601.8,53,stable,3.5,-12.0,21.8,Cumberland,KY,0.005293
New York,36017,528.8,503.6,555.0,359,stable,0.4,-0.2,1.1,Chenango,NY,0.005287999999999999
North Dakota,38081,528.7,440.0,631.3,28,stable,2.0,-36.2,63.1,Sargent,ND,0.005287
Illinois,17167,528.7,515.5,542.1,1288,stable,1.9,-1.3,5.2,Sangamon,IL,0.005287
Louisiana,22097,528.4,507.6,549.9,509,stable,0.3,-0.2,0.9,St Landry,LA,0.005284
New York,36091,528.3,516.0,540.9,1478,stable,-0.2,-0.6,0.3,Saratoga,NY,0.0052829999999999995
Louisiana,22031,528.3,493.3,565.2,179,stable,-0.1,-0.8,0.7,De Soto,LA,0.0052829999999999995
Pennsylvania,42095,528.0,517.5,538.6,2063,stable,-0.9,-3.2,1.4,Northampton,PA,0.00528
Virginia,51620,527.8,464.9,597.1,56,stable,6.2,-4.1,17.7,Franklin City,VA,0.005278
Missouri,29133,527.8,479.8,579.5,92,stable,5.9,-4.5,17.6,Mississippi,MO,0.005278
Louisiana,22121,527.4,488.6,568.5,144,stable,-0.4,-1.5,0.8,West Baton Rouge,LA,0.005274
Tennessee,47005,527.1,485.2,572.0,130,stable,-1.8,-10.3,7.5,Benton,TN,0.0052710000000000005
Montana,30029,527.0,508.2,546.2,651,stable,-1.8,-3.6,0.1,Flathead,MT,0.00527
Nevada,32009,526.9,349.8,780.7,7,stable,7.8,-32.9,73.2,Esmeralda,NV,0.005268999999999999
Missouri,29127,526.7,492.4,562.8,187,stable,2.8,-1.4,7.2,Marion,MO,0.005267000000000001
New York,36073,526.6,498.4,556.0,276,stable,0.1,-0.6,0.8,Orleans,NY,0.005266
Georgia,13029,526.5,489.8,565.2,163,stable,0.7,-0.3,1.6,Bryan,GA,0.005265
Arkansas,05095,526.4,465.6,593.8,60,stable,6.5,-1.8,15.5,Monroe,AR,0.005264
Kentucky,21019,526.4,501.0,552.8,341,falling,-0.7,-1.3,-0.2,Boyd,KY,0.005264
Mississippi,28043,526.0,487.1,567.3,142,stable,-4.7,-13.7,5.2,Grenada,MS,0.00526
Kentucky,21153,525.8,474.3,581.6,81,stable,0.0,-1.4,1.4,Magoffin,KY,0.005258
Kentucky,21141,525.7,491.2,562.2,182,stable,-0.1,-1.1,1.0,Logan,KY,0.005257
Louisiana,22013,525.7,478.5,576.6,99,stable,-0.3,-1.8,1.2,Bienville,LA,0.005257
North Dakota,38043,525.5,414.8,659.0,19,stable,4.2,-34.0,64.6,Kidder,ND,0.005255
Kentucky,21089,525.4,496.7,555.6,265,stable,-4.6,-9.3,0.4,Greenup,KY,0.005254
Nebraska,31071,525.4,402.9,677.5,17,stable,-9.9,-29.5,15.1,Garfield,NE,0.005254
Iowa,19003,525.1,438.2,625.8,30,rising,1.5,0.7,2.3,Adams,IA,0.0052510000000000005
Missouri,29187,525.0,502.3,548.5,413,stable,-1.3,-4.6,2.1,St Francois,MO,0.00525
Kentucky,21235,525.0,493.8,557.8,221,stable,0.3,-0.3,0.9,Whitley,KY,0.00525
Kentucky,21211,524.8,496.3,554.5,269,stable,-0.1,-0.9,0.7,Shelby,KY,0.005247999999999999
Florida,12031,524.4,517.8,531.1,5036,stable,-1.2,-3.3,0.9,Duval,FL,0.0052439999999999995
Kentucky,21059,524.3,505.8,543.3,636,stable,2.2,-1.9,6.5,Daviess,KY,0.005242999999999999
Kentucky,21191,524.2,475.7,576.6,91,stable,0.3,-0.7,1.3,Pendleton,KY,0.005242
Nebraska,31129,524.0,442.2,618.3,37,stable,-0.4,-9.9,10.2,Nuckolls,NE,0.00524
West Virginia,54011,523.9,505.2,543.2,627,stable,-1.6,-5.1,2.0,Cabell,WV,0.005239
Nebraska,31087,523.7,421.3,645.5,22,stable,-0.1,-33.3,49.6,Hitchcock,NE,0.005237
North Dakota,38059,523.7,489.2,560.0,181,stable,-1.7,-10.0,7.3,Morton,ND,0.005237
West Virginia,54041,523.4,481.3,568.5,121,stable,1.5,-15.3,21.6,Lewis,WV,0.005234
Virginia,51073,523.2,494.3,553.5,262,stable,0.3,-3.8,4.5,Gloucester,VA,0.0052320000000000005
Kentucky,21097,523.2,481.4,567.7,123,stable,-0.2,-1.2,0.7,Harrison,KY,0.0052320000000000005
Wisconsin,55041,523.1,469.1,582.5,75,stable,2.3,-6.1,11.4,Forest,WI,0.005231
Kentucky,21165,523.1,452.5,602.2,44,stable,0.2,-1.1,1.5,Menifee,KY,0.005231
North Dakota,38083,522.8,386.8,702.5,13,stable,-16.0,-32.8,5.1,Sheridan,ND,0.005227999999999999
Alabama,01017,522.8,492.7,554.5,240,stable,-1.5,-6.5,3.7,Chambers,AL,0.005227999999999999
Georgia,13255,522.6,499.5,546.5,406,stable,-0.3,-1.6,1.0,Spalding,GA,0.005226000000000001
Arkansas,05021,522.4,478.9,569.3,115,stable,2.1,-11.9,18.2,Clay,AR,0.0052239999999999995
Virginia,51101,522.3,476.4,571.7,101,stable,4.0,-7.1,16.4,King William,VA,0.005222999999999999
Indiana,18145,522.3,495.0,550.9,287,stable,5.3,-2.8,14.1,Shelby,IN,0.005222999999999999
Kentucky,21103,522.2,477.0,570.9,104,stable,0.0,-1.3,1.2,Henry,KY,0.005222
New Hampshire,33001,522.1,499.8,545.1,461,stable,1.6,-0.1,3.4,Belknap,NH,0.005221
Arkansas,05053,522.0,479.8,567.1,118,stable,2.4,-8.6,14.8,Grant,AR,0.00522
Kentucky,21077,521.9,455.7,595.2,50,stable,0.9,-1.2,3.1,Gallatin,KY,0.005219
Indiana,18077,521.9,490.1,555.5,211,stable,-3.6,-10.5,3.8,Jefferson,IN,0.005219
Illinois,17129,521.9,472.5,575.4,89,stable,2.6,-3.9,9.6,Menard,IL,0.005219
New York,36085,521.8,513.1,530.6,2893,stable,-0.5,-1.1,0.0,Richmond,NY,0.0052179999999999995
Georgia,13195,521.7,487.4,558.0,182,stable,0.6,-0.4,1.6,Madison,GA,0.005217
Tennessee,47017,521.7,488.8,556.4,201,stable,3.2,0.0,6.4,Carroll,TN,0.005217
Illinois,17105,521.6,492.4,552.2,253,stable,2.0,-7.6,12.6,Livingston,IL,0.005216
Maryland,24045,521.3,502.2,541.0,592,stable,0.5,-6.6,8.1,Wicomico,MD,0.005213
Iowa,19067,521.3,477.9,567.9,118,stable,0.2,-0.5,0.8,Floyd,IA,0.005213
Virginia,51125,521.2,477.2,568.6,123,stable,-1.2,-12.9,12.0,Nelson,VA,0.0052120000000000005
Maryland,24015,521.0,502.1,540.5,609,stable,1.4,-2.4,5.5,Cecil,MD,0.00521
Virginia,51820,520.9,482.7,561.5,145,stable,1.8,-5.0,9.2,Waynesboro City,VA,0.005209
Mississippi,28157,520.8,460.6,586.9,57,stable,4.3,-14.4,27.2,Wilkinson,MS,0.005208
Missouri,29205,520.5,451.3,598.2,44,rising,7.8,4.3,11.4,Shelby,MO,0.005205
Nebraska,31075,520.4,288.3,864.4,4,stable,34.0,-40.1,199.7,Grant,NE,0.005203999999999999
Arkansas,05141,520.4,480.3,563.4,143,stable,0.6,-13.9,17.5,Van Buren,AR,0.005203999999999999
Georgia,13277,520.4,490.2,551.9,230,stable,0.8,-0.3,1.8,Tift,GA,0.005203999999999999
West Virginia,54093,520.4,457.6,590.4,57,stable,0.7,-17.8,23.3,Tucker,WV,0.005203999999999999
Kentucky,21061,519.8,470.3,573.7,87,stable,0.4,-0.2,1.1,Edmonson,KY,0.0051979999999999995
New Jersey,34029,519.8,512.7,527.1,4455,falling,-7.5,-11.4,-3.5,Ocean,NJ,0.0051979999999999995
Illinois,17081,519.8,491.3,549.7,262,stable,0.0,-6.8,7.3,Jefferson,IL,0.0051979999999999995
New Jersey,34007,519.8,511.4,528.3,3061,stable,-0.2,-0.6,0.1,Camden,NJ,0.0051979999999999995
Iowa,19145,519.6,477.6,564.7,123,rising,0.7,0.1,1.3,Page,IA,0.005196
Illinois,17199,519.5,497.8,541.8,455,stable,2.0,-0.9,4.9,Williamson,IL,0.005195
New York,36079,519.4,500.9,538.5,639,falling,-0.9,-1.3,-0.5,Putnam,NY,0.005194
Tennessee,47115,519.4,486.5,554.1,201,stable,-4.7,-13.2,4.6,Marion,TN,0.005194
Mississippi,28143,519.2,454.5,590.3,50,stable,-3.4,-18.1,14.0,Tunica,MS,0.0051920000000000004
North Carolina,37171,519.2,498.8,540.2,519,stable,-0.2,-3.8,3.7,Surry,NC,0.0051920000000000004
New York,36009,519.0,498.7,540.0,529,stable,0.0,-0.5,0.4,Cattaraugus,NY,0.00519
Iowa,19177,519.0,457.2,587.6,56,stable,0.2,-0.4,0.9,Van Buren,IA,0.00519
North Dakota,38033,518.8,395.5,671.9,14,stable,-1.7,-18.8,19.0,Golden Valley,ND,0.005188
Iowa,19027,518.8,480.2,559.9,149,stable,7.3,-0.2,15.4,Carroll,IA,0.005188
Kentucky,21225,518.7,470.3,570.9,89,stable,0.2,-0.8,1.2,Union,KY,0.005187000000000001
Mississippi,28163,518.7,482.0,557.5,152,stable,-0.6,-4.2,3.1,Yazoo,MS,0.005187000000000001
Kentucky,21163,518.2,481.8,556.6,160,stable,0.2,-0.9,1.3,Meade,KY,0.005182000000000001
New York,36043,518.0,495.9,540.9,448,stable,0.0,-0.5,0.5,Herkimer,NY,0.00518
Pennsylvania,42113,518.0,456.0,588.3,59,falling,-7.8,-13.9,-1.1,Sullivan,PA,0.00518
Illinois,17181,517.9,477.3,561.4,129,stable,-1.7,-12.0,9.9,Union,IL,0.005179
Iowa,19063,517.9,461.6,579.5,70,stable,0.1,-0.5,0.8,Emmet,IA,0.005179
Mississippi,28133,517.9,479.8,558.1,144,rising,2.3,0.8,3.9,Sunflower,MS,0.005179
West Virginia,54105,517.8,445.3,599.8,41,stable,1.1,-25.1,36.4,Wirt,WV,0.0051779999999999994
Kentucky,21139,517.8,462.7,578.4,70,stable,0.5,-0.9,1.9,Livingston,KY,0.0051779999999999994
New York,36067,517.8,509.2,526.5,2935,falling,-1.1,-1.7,-0.5,Onondaga,NY,0.0051779999999999994
New York,36001,517.8,507.1,528.6,1895,stable,0.2,-0.2,0.6,Albany,NY,0.0051779999999999994
North Carolina,37157,517.7,499.7,536.3,662,stable,-0.5,-5.1,4.4,Rockingham,NC,0.005177
Indiana,18083,517.5,487.8,548.6,241,stable,-0.7,-9.7,9.1,Knox,IN,0.005175
New York,36117,517.5,498.7,536.8,614,stable,0.1,-0.6,0.8,Wayne,NY,0.005175
New Jersey,34025,517.4,510.1,524.8,4054,falling,-7.5,-11.8,-3.0,Monmouth,NJ,0.005174
Kentucky,21037,517.4,497.6,537.7,543,stable,2.8,-2.3,8.2,Campbell,KY,0.005174
Indiana,18149,517.4,480.5,556.5,155,stable,-1.6,-8.0,5.3,Starke,IN,0.005174
North Carolina,37059,517.0,490.4,544.9,300,stable,-2.5,-7.2,2.4,Davie,NC,0.00517
Mississippi,28035,517.0,494.0,540.9,391,stable,-2.8,-5.9,0.3,Forrest,MS,0.00517
Illinois,17099,516.9,500.1,534.2,759,stable,0.0,-3.1,3.2,La Salle,IL,0.005169
Oklahoma,40049,516.9,482.8,552.9,180,stable,-3.7,-13.3,6.9,Garvin,OK,0.005169
New York,36039,516.9,492.1,542.7,355,stable,-0.6,-1.3,0.1,Greene,NY,0.005169
New York,36015,516.8,497.6,536.7,580,stable,-0.5,-1.1,0.1,Chemung,NY,0.005168
Virginia,51790,516.6,481.9,553.3,178,stable,-0.8,-6.9,5.7,Staunton City,VA,0.0051660000000000005
South Dakota,46069,516.6,378.8,694.0,11,stable,-4.3,-15.5,8.5,Hyde,SD,0.0051660000000000005
Kentucky,21031,516.4,466.9,570.0,84,stable,-0.1,-1.5,1.2,Butler,KY,0.005164
Montana,30095,516.2,459.9,578.3,70,stable,5.2,-5.4,17.0,Stillwater,MT,0.005162000000000001
New York,36097,516.2,476.0,559.2,132,stable,-0.2,-1.2,0.7,Schuyler,NY,0.005162000000000001
Michigan,26055,516.0,497.2,535.4,610,stable,-2.5,-5.7,0.8,Grand Traverse,MI,0.00516
Kentucky,21075,516.0,448.7,591.3,45,stable,0.4,-0.9,1.7,Fulton,KY,0.00516
Alabama,01127,515.8,494.0,538.4,447,stable,0.2,-2.8,3.2,Walker,AL,0.005157999999999999
Georgia,13159,515.7,466.8,568.7,88,unknown,0.0,0.0,0.0,Jasper,GA,0.005157
West Virginia,54043,515.5,477.1,556.3,143,stable,2.7,0.0,5.4,Lincoln,WV,0.005155
Maine,23029,515.0,485.5,546.1,256,stable,1.5,-6.5,10.1,Washington,ME,0.00515
Kentucky,21169,514.9,459.3,575.7,67,stable,0.6,-0.5,1.7,Metcalfe,KY,0.005149
Indiana,18053,514.8,493.3,537.1,459,stable,2.1,-3.5,7.9,Grant,IN,0.005148
Kentucky,21113,514.3,487.2,542.6,281,stable,-0.1,-0.6,0.5,Jessamine,KY,0.005142999999999999
Virginia,51131,514.2,466.4,566.3,102,stable,2.7,-3.9,9.8,Northampton,VA,0.005142000000000001
South Dakota,46041,514.1,426.1,614.4,25,stable,-11.1,-31.9,16.1,Dewey,SD,0.005141000000000001
North Carolina,37151,514.0,498.9,529.5,911,falling,-1.4,-2.6,-0.2,Randolph,NC,0.00514
New York,36003,513.8,487.6,541.0,310,stable,-0.1,-0.7,0.6,Allegany,NY,0.005137999999999999
South Carolina,45023,513.4,482.5,545.9,220,stable,-1.2,-7.5,5.6,Chester,SC,0.005134
Montana,30017,513.3,463.9,567.1,85,stable,-0.6,-4.2,3.2,Custer,MT,0.0051329999999999995
New York,36011,513.3,493.3,534.0,529,stable,2.9,-1.1,7.1,Cayuga,NY,0.0051329999999999995
Alabama,01085,513.3,459.8,571.8,71,rising,11.2,6.3,16.3,Lowndes,AL,0.0051329999999999995
Georgia,13239,513.1,413.6,634.6,22,stable,0.6,-1.9,3.3,Quitman,GA,0.005131
Kentucky,21205,513.1,472.8,555.9,125,stable,0.3,-0.7,1.4,Rowan,KY,0.005131
New York,36057,513.0,487.7,539.4,333,falling,-0.7,-1.2,-0.1,Montgomery,NY,0.00513
Georgia,13119,512.9,475.7,552.5,150,rising,1.4,0.3,2.7,Franklin,GA,0.005129
Kentucky,21009,512.7,485.5,541.1,278,stable,0.4,-0.1,0.9,Barren,KY,0.0051270000000000005
Kentucky,21073,512.7,487.0,539.5,316,falling,-0.8,-1.3,-0.2,Franklin,KY,0.0051270000000000005
New Jersey,34011,512.5,497.3,528.0,891,stable,-6.2,-13.9,2.2,Cumberland,NJ,0.005125
Montana,30087,512.3,450.6,580.3,54,stable,-3.2,-16.6,12.4,Rosebud,MT,0.005123
Arkansas,05075,512.2,469.5,558.0,115,rising,10.3,5.4,15.5,Lawrence,AR,0.005122000000000001
Illinois,17183,512.1,492.3,532.6,534,stable,-1.6,-4.0,0.8,Vermilion,IL,0.0051210000000000006
Kentucky,21151,512.1,490.8,534.1,455,stable,-0.5,-1.1,0.1,Madison,KY,0.0051210000000000006
Iowa,19137,512.0,459.5,569.3,78,stable,0.3,-0.2,0.8,Montgomery,IA,0.00512
South Dakota,46023,511.9,452.2,577.6,60,stable,-4.6,-21.6,16.1,Charles Mix,SD,0.005118999999999999
Mississippi,28091,511.9,476.8,549.1,165,stable,2.5,-0.2,5.3,Marion,MS,0.005118999999999999
Florida,12017,511.8,497.9,526.0,1454,stable,-2.2,-6.9,2.7,Citrus,FL,0.005118
South Dakota,46115,511.4,442.5,588.7,46,stable,6.2,-10.4,25.8,Spink,SD,0.005114
Georgia,13143,511.4,477.4,547.3,175,stable,0.8,0.0,1.5,Haralson,GA,0.005114
Louisiana,22109,511.3,493.0,530.3,610,rising,0.7,0.2,1.1,Terrebonne,LA,0.005113
Tennessee,47151,511.3,472.3,552.7,133,stable,-3.2,-8.7,2.7,Scott,TN,0.005113
Indiana,18159,511.2,466.9,558.9,106,stable,3.0,-5.8,12.6,Tipton,IN,0.005112
Georgia,13065,511.2,441.0,589.6,41,stable,-0.2,-1.9,1.4,Clinch,GA,0.005112
Tennessee,47043,511.0,485.4,537.7,310,stable,0.9,-5.1,7.2,Dickson,TN,0.00511
Kentucky,21187,511.0,456.6,570.5,69,stable,0.2,-1.0,1.4,Owen,KY,0.00511
North Carolina,37133,511.0,493.6,528.7,689,stable,1.5,-0.6,3.5,Onslow,NC,0.00511
Iowa,19069,510.9,457.6,569.1,75,rising,1.0,0.4,1.6,Franklin,IA,0.005109
Kentucky,21013,510.8,477.5,546.0,185,stable,-0.1,-0.9,0.7,Bell,KY,0.005108
Tennessee,47013,510.8,483.9,538.9,287,stable,0.5,-8.3,10.1,Campbell,TN,0.005108
Tennessee,47169,510.7,448.7,579.4,51,stable,-1.4,-18.7,19.7,Trousdale,TN,0.0051069999999999996
Iowa,19139,510.7,482.6,540.1,259,stable,0.1,-0.3,0.5,Muscatine,IA,0.0051069999999999996
Kentucky,21109,510.7,461.3,564.2,84,stable,0.5,-1.0,2.0,Jackson,KY,0.0051069999999999996
New York,36023,510.6,483.7,538.6,286,stable,-0.3,-1.0,0.4,Cortland,NY,0.005106
Iowa,19179,510.5,480.9,541.5,236,stable,0.2,-0.2,0.5,Wapello,IA,0.005105
Texas,48281,510.4,471.4,552.0,135,stable,2.0,-7.0,11.9,Lampasas,TX,0.005104
South Dakota,46011,510.2,473.0,549.5,147,stable,-0.7,-10.3,10.0,Brookings,SD,0.005102
Pennsylvania,42131,510.2,477.1,545.1,194,stable,-1.9,-10.6,7.8,Wyoming,PA,0.005102
Tennessee,47153,510.1,464.4,559.5,99,stable,-1.8,-11.4,8.8,Sequatchie,TN,0.0051010000000000005
Texas,48483,510.1,435.8,594.0,36,stable,-4.3,-14.0,6.5,Wheeler,TX,0.0051010000000000005
Florida,12083,510.1,501.1,519.1,2985,stable,-1.0,-4.8,2.9,Marion,FL,0.0051010000000000005
Michigan,26165,510.1,479.3,542.4,219,stable,-1.3,-4.4,2.0,Wexford,MI,0.0051010000000000005
Alabama,01047,510.0,481.6,539.7,258,stable,0.7,-9.8,12.4,Dallas,AL,0.0051
Pennsylvania,42101,509.9,504.9,515.0,8288,falling,-1.5,-2.9,-0.1,Philadelphia,PA,0.005098999999999999
Georgia,13157,509.9,485.9,534.8,356,stable,0.3,-0.3,1.0,Jackson,GA,0.005098999999999999
South Carolina,45087,509.8,477.6,543.8,199,stable,3.8,-1.0,8.9,Union,SC,0.005098
Tennessee,47133,509.7,473.4,548.3,156,stable,-0.1,-4.9,5.0,Overton,TN,0.005097
Ohio,39119,509.6,490.2,529.6,547,stable,-0.3,-4.1,3.6,Muskingum,OH,0.005096
New York,36059,509.4,504.5,514.3,8803,falling,-1.0,-1.6,-0.4,Nassau,NY,0.005094
Georgia,13217,509.3,489.4,529.8,522,stable,-0.1,-0.6,0.5,Newton,GA,0.005093
Mississippi,28027,509.3,470.7,550.2,136,stable,-0.3,-7.7,7.7,Coahoma,MS,0.005093
Arkansas,05085,509.2,486.0,533.3,373,stable,-0.3,-3.5,3.1,Lonoke,AR,0.005092
Georgia,13013,509.2,485.5,533.8,366,stable,-0.1,-1.0,0.9,Barrow,GA,0.005092
Missouri,29223,509.1,464.7,557.3,107,stable,-2.9,-10.0,4.9,Wayne,MO,0.005091
Tennessee,47021,509.0,478.6,541.0,228,falling,-4.6,-7.9,-1.3,Cheatham,TN,0.00509
Wisconsin,55101,508.9,495.7,522.3,1188,stable,1.5,-1.4,4.5,Racine,WI,0.005089
Georgia,13303,508.8,469.7,550.5,131,unknown,0.0,0.0,0.0,Washington,GA,0.0050880000000000005
Georgia,13233,508.8,480.1,538.9,244,falling,-1.0,-1.7,-0.3,Polk,GA,0.0050880000000000005
Indiana,18139,508.8,466.2,554.4,112,stable,0.6,-10.2,12.7,Rush,IN,0.0050880000000000005
Kentucky,21219,508.8,457.3,564.6,74,rising,3.2,0.5,6.0,Todd,KY,0.0050880000000000005
Montana,30059,508.7,399.2,645.9,17,stable,-15.7,-31.3,3.3,Meagher,MT,0.0050869999999999995
Georgia,13189,508.7,469.0,551.0,130,stable,1.0,-0.5,2.5,McDuffie,GA,0.0050869999999999995
Georgia,13149,508.6,456.1,565.9,73,stable,0.4,-1.0,1.9,Heard,GA,0.005086
Virginia,51670,508.6,470.1,549.5,134,stable,4.0,-1.4,9.8,Hopewell City,VA,0.005086
Virginia,51075,508.6,471.7,547.9,160,stable,-0.3,-2.8,2.3,Goochland,VA,0.005086
Pennsylvania,42079,508.6,498.8,518.5,2221,stable,0.5,-1.2,2.2,Luzerne,PA,0.005086
Arkansas,05039,508.5,448.5,575.0,57,stable,2.4,-8.4,14.4,Dallas,AR,0.005085
Kentucky,21215,508.5,463.3,557.1,103,stable,-0.1,-1.2,0.9,Spencer,KY,0.005085
South Dakota,46003,508.4,406.2,630.2,19,stable,-2.1,-11.7,8.5,Aurora,SD,0.005084
Georgia,13257,508.3,473.7,545.0,172,stable,0.2,-0.7,1.1,Stephens,GA,0.005083
Missouri,29055,508.0,472.7,545.4,163,stable,1.8,-3.0,6.8,Crawford,MO,0.00508
Michigan,26163,507.9,503.4,512.4,10312,falling,-1.4,-2.0,-0.9,Wayne,MI,0.005079
Arkansas,05145,507.8,486.8,529.5,454,stable,-0.6,-2.4,1.3,White,AR,0.005078
Florida,12019,507.8,494.3,521.6,1138,stable,0.0,-5.7,6.1,Clay,FL,0.005078
Pennsylvania,42125,507.5,495.5,519.8,1467,stable,0.7,-1.1,2.6,Washington,PA,0.005075
New York,36019,507.5,487.3,528.3,499,stable,-0.4,-1.1,0.2,Clinton,NY,0.005075
North Carolina,37105,507.3,483.5,532.0,355,rising,4.2,1.3,7.1,Lee,NC,0.005073
Iowa,19025,507.3,453.7,566.0,75,rising,0.7,0.2,1.3,Calhoun,IA,0.005073
Illinois,17193,507.2,463.7,554.2,109,stable,2.5,-8.2,14.5,White,IL,0.005072
