State,FIPS,case_per_100k,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,incidence_rate_trend,Lower 95% CI,Upper 95% CI,county,State_Code,Cancer_Rate
New Jersey,34013,457.4,450.8,464.0,3858,falling,-1.2,-1.5,-0.8,Essex,NJ,0.004574
Alabama,01071,457.4,434.6,481.1,324,stable,-1.1,-11.1,10.1,Jackson,AL,0.004574
Virginia,51700,457.3,443.2,471.8,822,stable,1.0,-0.2,2.1,Newport News City,VA,0.004573
North Carolina,37145,457.3,430.8,485.2,238,stable,-2.0,-6.2,2.3,Person,NC,0.004573
Missouri,29221,457.3,423.1,493.7,139,stable,-2.4,-15.3,12.4,Washington,MO,0.004573
Oklahoma,40067,457.3,394.0,528.7,41,stable,2.8,-12.3,20.5,Jefferson,OK,0.004573
Virginia,51115,457.3,405.6,514.9,73,stable,5.5,-10.4,24.1,Mathews,VA,0.004573
Missouri,29027,457.2,430.9,484.9,236,stable,-1.2,-4.6,2.4,Callaway,MO,0.004572
North Dakota,38101,457.2,433.8,481.5,298,stable,1.7,-8.4,12.9,Ward,ND,0.004572
Michigan,26159,457.2,437.4,477.6,432,stable,-1.8,-5.5,1.9,Van Buren,MI,0.004572
Georgia,13301,457.1,388.9,535.0,36,unknown,0.0,0.0,0.0,Warren,GA,0.004571
Georgia,13113,457.1,440.4,474.2,626,stable,-0.4,-1.1,0.4,Fayette,GA,0.004571
Illinois,17007,457.0,432.6,482.4,272,stable,1.7,-6.5,10.6,Boone,IL,0.00457
Arkansas,05131,457.0,441.2,473.2,660,stable,2.6,-0.8,6.1,Sebastian,AR,0.00457
Michigan,26137,457.0,423.8,492.3,153,stable,5.2,-6.2,18.0,Otsego,MI,0.00457
Pennsylvania,42071,456.9,449.4,464.5,2982,stable,0.9,-1.7,3.5,Lancaster,PA,0.004569
Virginia,51678,456.8,380.4,545.3,32,stable,0.4,-31.4,46.9,Lexington City,VA,0.004568
North Dakota,38035,456.8,432.9,481.6,293,stable,1.8,-5.8,10.0,Grand Forks,ND,0.004568
Ohio,39033,456.7,431.9,482.8,270,stable,0.3,-2.6,3.3,Crawford,OH,0.004567
Illinois,17047,456.7,395.5,525.6,43,stable,-12.2,-31.7,12.8,Edwards,IL,0.004567
Alabama,01119,456.7,407.7,510.2,71,stable,0.5,-4.1,5.3,Sumter,AL,0.004567
Georgia,13039,456.7,429.0,485.6,223,stable,-0.8,-2.0,0.3,Camden,GA,0.004567
Oregon,41051,456.6,449.8,463.6,3636,stable,-1.8,-4.1,0.6,Multnomah,OR,0.004566000000000001
Michigan,26063,456.6,428.8,486.0,234,stable,-2.1,-14.5,12.1,Huron,MI,0.004566000000000001
South Carolina,45057,456.6,438.5,475.3,515,stable,1.4,-4.5,7.8,Lancaster,SC,0.004566000000000001
Idaho,16023,456.6,357.3,577.0,17,stable,4.0,-0.8,9.0,Butte,ID,0.004566000000000001
Arkansas,05109,456.5,407.2,510.5,66,stable,0.6,-16.6,21.3,Pike,AR,0.004565
Oklahoma,40095,456.5,416.7,499.3,107,stable,-1.7,-16.2,15.3,Marshall,OK,0.004565
Virginia,51119,456.3,410.8,506.7,93,stable,-6.6,-17.9,6.4,Middlesex,VA,0.004563
North Dakota,38011,456.3,371.7,556.7,22,stable,-16.2,-45.3,28.3,Bowman,ND,0.004563
Mississippi,28065,456.3,409.3,507.6,75,stable,3.4,-5.9,13.7,Jefferson Davis,MS,0.004563
Nebraska,31155,456.2,419.8,495.1,124,stable,2.6,-8.0,14.4,Saunders,NE,0.004562
Missouri,29159,456.1,429.6,483.9,230,stable,0.7,-8.4,10.7,Pettis,MO,0.004561
Virginia,51139,456.1,423.2,491.1,153,stable,0.7,-11.2,14.2,Page,VA,0.004561
Illinois,17111,456.0,445.4,466.8,1512,stable,0.5,-2.4,3.5,McHenry,IL,0.00456
Indiana,18127,456.0,442.3,470.0,887,stable,-0.9,-6.3,4.7,Porter,IN,0.00456
Georgia,13153,455.9,440.3,471.9,675,stable,-0.5,-1.0,0.0,Houston,GA,0.004559
Mississippi,28115,455.7,424.1,489.1,159,stable,4.1,-1.0,9.4,Pontotoc,MS,0.004557
Pennsylvania,42103,455.7,434.0,478.3,369,stable,-1.4,-9.3,7.2,Pike,PA,0.004557
Maryland,24041,455.6,430.3,482.2,291,stable,0.2,-4.6,5.3,Talbot,MD,0.004556
Alabama,01073,455.5,448.6,462.5,3478,stable,-0.2,-2.0,1.7,Jefferson,AL,0.004555
North Carolina,37069,455.5,433.8,478.1,349,stable,-4.1,-10.5,2.7,Franklin,NC,0.004555
Indiana,18129,455.5,422.2,490.8,149,stable,-1.9,-11.5,8.7,Posey,IN,0.004555
Idaho,16001,455.3,446.2,464.6,1994,falling,-1.0,-1.3,-0.8,Ada,ID,0.004553
Georgia,13127,455.3,436.7,474.4,484,falling,-0.9,-1.5,-0.3,Glynn,GA,0.004553
Mississippi,28059,455.2,440.3,470.5,738,stable,-0.8,-4.9,3.5,Jackson,MS,0.004552
Iowa,19161,455.2,405.2,510.4,69,stable,0.2,-0.5,0.8,Sac,IA,0.004552
South Dakota,46089,455.1,357.3,575.4,19,stable,-0.1,-16.7,19.8,McPherson,SD,0.004551
Arkansas,05081,455.1,409.2,505.2,78,stable,-5.2,-14.0,4.4,Little River,AR,0.004551
Georgia,13011,455.1,414.2,499.1,98,stable,0.2,-1.1,1.4,Banks,GA,0.004551
Georgia,13071,454.9,428.4,482.6,228,falling,-0.7,-1.3,-0.2,Colquitt,GA,0.004549
New Hampshire,33009,454.9,437.3,473.1,552,stable,0.1,-4.4,4.9,Grafton,NH,0.004549
Texas,48367,454.9,438.9,471.3,655,stable,-0.5,-4.6,3.8,Parker,TX,0.004549
North Carolina,37127,454.8,437.4,472.9,543,stable,2.3,-2.1,6.8,Nash,NC,0.004548
Florida,12085,454.8,442.4,467.5,1270,stable,0.5,-6.6,8.1,Martin,FL,0.004548
Nebraska,31059,454.8,392.1,526.2,41,stable,-3.1,-8.2,2.4,Fillmore,NE,0.004548
Arkansas,05043,454.7,414.9,497.4,101,rising,8.4,3.4,13.6,Drew,AR,0.004547
Mississippi,28021,454.7,396.3,519.6,48,stable,2.5,-17.2,26.8,Claiborne,MS,0.004547
Texas,48459,454.7,428.4,482.3,237,rising,3.9,0.7,7.1,Upshur,TX,0.004547
North Dakota,38009,454.7,395.3,521.6,47,stable,-1.1,-20.3,22.9,Bottineau,ND,0.004547
Missouri,29037,454.6,437.4,472.3,548,stable,0.0,-3.4,3.6,Cass,MO,0.0045460000000000006
North Carolina,37051,454.6,443.7,465.7,1373,stable,-1.0,-3.8,1.9,Cumberland,NC,0.0045460000000000006
Ohio,39045,454.6,440.2,469.3,786,stable,1.3,-2.8,5.6,Fairfield,OH,0.0045460000000000006
West Virginia,54037,454.6,430.7,479.5,291,stable,0.3,-8.8,10.4,Jefferson,WV,0.0045460000000000006
Nebraska,31181,454.6,376.3,546.7,26,stable,3.0,-10.5,18.6,Webster,NE,0.0045460000000000006
Michigan,26065,454.6,443.1,466.2,1280,stable,-0.2,-3.7,3.4,Ingham,MI,0.0045460000000000006
North Dakota,38049,454.5,388.1,529.8,37,stable,-2.1,-17.2,15.7,McHenry,ND,0.004545
Alabama,01091,454.5,417.5,494.0,119,stable,0.1,-4.2,4.6,Marengo,AL,0.004545
Wisconsin,55141,454.4,435.3,474.2,462,stable,-2.1,-7.7,3.8,Wood,WI,0.004543999999999999
Louisiana,22011,454.4,425.3,484.9,190,stable,-0.5,-1.4,0.4,Beauregard,LA,0.004543999999999999
Missouri,29025,454.3,400.8,513.4,56,falling,-12.0,-16.3,-7.5,Caldwell,MO,0.004543
Alabama,01045,454.2,429.6,479.8,267,stable,3.3,-10.4,19.1,Dale,AL,0.004542
Texas,48471,454.1,431.6,477.4,320,stable,4.9,-7.2,18.5,Walker,TX,0.004541
Maine,23025,454.1,431.5,477.6,327,stable,-0.4,-5.3,4.9,Somerset,ME,0.004541
Texas,48067,454.0,424.5,485.1,194,stable,3.2,-4.6,11.5,Cass,TX,0.00454
Ohio,39009,453.9,429.5,479.4,275,stable,0.1,-5.7,6.2,Athens,OH,0.004539
Illinois,17009,453.9,386.8,529.8,33,rising,6.1,0.6,12.0,Brown,IL,0.004539
Indiana,18181,453.8,420.5,489.3,150,stable,3.7,-4.1,12.1,White,IN,0.004538
Missouri,29143,453.8,415.5,494.9,109,stable,-1.0,-3.5,1.5,New Madrid,MO,0.004538
Oregon,41053,453.7,434.2,474.0,430,stable,-1.2,-6.6,4.6,Polk,OR,0.004537
Ohio,39073,453.6,422.6,486.3,169,stable,0.3,-9.1,10.8,Hocking,OH,0.004536
North Carolina,37129,453.4,441.5,465.5,1162,stable,0.3,-3.1,3.9,New Hanover,NC,0.004534
Georgia,13317,453.4,403.6,508.2,67,stable,-0.1,-1.5,1.4,Wilkes,GA,0.004534
Mississippi,28145,453.3,420.7,487.9,148,stable,-1.1,-8.1,6.5,Union,MS,0.004533
Florida,12061,453.1,440.4,466.2,1218,stable,-2.3,-5.5,0.9,Indian River,FL,0.004531
Nebraska,31081,453.1,399.4,512.4,56,stable,-3.3,-13.5,8.1,Hamilton,NE,0.004531
Ohio,39037,453.1,430.1,477.0,313,stable,-6.0,-13.4,2.0,Darke,OH,0.004531
Indiana,18037,453.0,426.8,480.5,235,stable,2.3,-5.3,10.5,Dubois,IN,0.00453
North Carolina,37197,453.0,426.7,480.7,233,stable,-1.2,-4.2,1.9,Yadkin,NC,0.00453
Tennessee,47149,453.0,441.0,465.3,1155,stable,-1.4,-4.1,1.3,Rutherford,TN,0.00453
Alabama,01109,453.0,420.9,487.0,156,stable,2.0,-6.3,11.1,Pike,AL,0.00453
Ohio,39053,453.0,423.0,484.7,180,stable,7.8,-2.1,18.8,Gallia,OH,0.00453
North Carolina,37009,452.9,422.4,485.4,186,stable,-2.3,-9.6,5.5,Ashe,NC,0.004529
Georgia,13209,452.8,395.0,517.1,47,stable,-0.3,-2.1,1.5,Montgomery,GA,0.004528
Nebraska,31093,452.8,391.7,521.7,42,stable,-0.6,-18.2,20.9,Howard,NE,0.004528
Tennessee,47099,452.8,427.2,479.6,245,stable,0.4,-6.0,7.4,Lawrence,TN,0.004528
Georgia,13025,452.8,412.4,496.1,98,rising,3.0,1.6,4.4,Brantley,GA,0.004528
Montana,30065,452.7,380.9,536.2,34,stable,-1.0,-17.6,19.0,Musselshell,MT,0.004527
Iowa,19099,452.7,425.6,481.1,222,stable,-0.2,-0.6,0.2,Jasper,IA,0.004527
Wisconsin,55087,452.6,439.3,466.2,909,stable,-0.7,-2.7,1.4,Outagamie,WI,0.0045260000000000005
Iowa,19143,452.6,388.7,524.9,40,stable,0.4,-0.6,1.3,Osceola,IA,0.0045260000000000005
Mississippi,28111,452.6,404.7,504.8,69,stable,0.0,-5.1,5.3,Perry,MS,0.0045260000000000005
Nevada,32510,452.5,430.6,475.4,339,stable,1.5,-1.4,4.3,Carson City,NV,0.004525
Michigan,26019,452.5,414.9,493.1,124,stable,-4.0,-16.0,9.7,Benzie,MI,0.004525
Illinois,17161,452.5,438.6,466.7,857,stable,0.8,-3.2,5.0,Rock Island,IL,0.004525
Florida,12045,452.4,412.5,495.7,99,stable,-0.1,-5.4,5.4,Gulf,FL,0.004523999999999999
Utah,49031,452.4,325.3,618.8,10,stable,1.1,-0.8,3.1,Piute,UT,0.004523999999999999
Texas,48353,452.4,409.5,498.8,86,stable,1.7,-8.4,12.8,Nolan,TX,0.004523999999999999
Virginia,51036,452.4,395.4,516.8,52,stable,8.0,-6.7,25.0,Charles City,VA,0.004523999999999999
Wisconsin,55073,452.4,437.8,467.5,757,stable,-3.1,-7.4,1.3,Marathon,WI,0.004523999999999999
Missouri,29035,452.4,387.5,525.8,37,stable,-0.7,-21.1,24.9,Carter,MO,0.004523999999999999
Illinois,17045,452.4,414.9,492.7,117,stable,-1.7,-6.8,3.5,Edgar,IL,0.004523999999999999
Montana,30093,452.3,424.1,482.1,206,stable,0.5,-4.4,5.7,Silver Bow,MT,0.004523
Virginia,51590,452.3,426.9,478.8,264,stable,-0.6,-9.3,9.0,Danville City,VA,0.004523
Iowa,19035,452.2,407.9,500.6,87,stable,-0.5,-1.2,0.2,Cherokee,IA,0.004522
Wisconsin,55111,452.2,431.0,474.2,363,stable,1.5,-2.5,5.6,Sauk,WI,0.004522
Virginia,51041,452.1,442.0,462.4,1642,stable,-1.2,-5.1,2.8,Chesterfield,VA,0.004521
Wisconsin,55025,452.1,443.7,460.6,2344,stable,-0.9,-3.2,1.4,Dane,WI,0.004521
Georgia,13051,452.1,441.2,463.1,1378,stable,-0.3,-0.7,0.1,Chatham,GA,0.004521
New Jersey,34039,452.0,444.4,459.8,2773,falling,-8.8,-14.1,-3.2,Union,NJ,0.00452
Ohio,39019,452.0,421.6,484.3,179,stable,0.5,-3.4,4.5,Carroll,OH,0.00452
North Carolina,37065,452.0,429.3,475.7,320,stable,-1.8,-6.2,2.9,Edgecombe,NC,0.00452
Tennessee,47125,452.0,436.3,468.1,672,stable,-1.6,-5.9,2.8,Montgomery,TN,0.00452
Alabama,01035,452.0,406.5,501.6,81,stable,1.5,-5.7,9.1,Conecuh,AL,0.00452
South Carolina,45079,452.0,442.3,461.9,1741,stable,-0.4,-3.1,2.4,Richland,SC,0.00452
Pennsylvania,42109,452.0,425.7,479.5,232,stable,-2.2,-13.6,10.6,Snyder,PA,0.00452
Texas,48337,451.9,415.2,491.3,124,stable,-2.5,-10.9,6.7,Montague,TX,0.004519
Illinois,17203,451.9,424.8,480.3,220,stable,1.0,-7.1,9.8,Woodford,IL,0.004519
Indiana,18005,451.8,432.4,472.0,418,stable,-1.6,-4.7,1.6,Bartholomew,IN,0.004518
Illinois,17031,451.7,449.2,454.2,25575,falling,-0.6,-0.8,-0.3,Cook,IL,0.004517
Michigan,26087,451.5,433.3,470.2,505,stable,-2.6,-8.7,3.9,Lapeer,MI,0.004515
Tennessee,47189,451.4,435.7,467.6,660,stable,-1.4,-6.4,3.7,Wilson,TN,0.004514
Maryland,24021,451.4,439.8,463.2,1213,stable,0.9,-4.8,6.8,Frederick,MD,0.004514
Illinois,17029,451.3,426.9,476.9,271,stable,-2.6,-6.9,1.9,Coles,IL,0.0045130000000000005
Ohio,39063,451.3,431.5,471.8,412,stable,1.7,-4.1,7.9,Hancock,OH,0.0045130000000000005
Wisconsin,55123,451.3,421.1,483.2,182,stable,-2.2,-15.2,12.7,Vernon,WI,0.0045130000000000005
Tennessee,47023,451.2,409.7,495.9,91,stable,-2.8,-8.9,3.8,Chester,TN,0.0045119999999999995
Ohio,39097,451.2,424.9,478.8,226,stable,1.6,-2.8,6.2,Madison,OH,0.0045119999999999995
Alabama,01067,451.1,412.4,492.9,109,stable,-3.1,-7.2,1.2,Henry,AL,0.004511
Georgia,13089,451.1,443.9,458.5,3154,stable,0.2,-1.8,2.2,De Kalb,GA,0.004511
Ohio,39173,451.1,435.1,467.6,633,stable,-0.1,-7.2,7.5,Wood,OH,0.004511
Wisconsin,55081,451.1,425.5,477.8,246,stable,-4.9,-14.9,6.2,Monroe,WI,0.004511
Ohio,39151,451.1,442.5,459.8,2234,stable,0.4,-4.1,5.2,Stark,OH,0.004511
Missouri,29173,451.0,400.0,507.3,63,stable,-6.5,-17.3,5.8,Ralls,MO,0.00451
Mississippi,28103,451.0,399.8,507.2,59,stable,5.3,-15.5,31.2,Noxubee,MS,0.00451
Michigan,26145,451.0,439.0,463.2,1143,stable,0.3,-3.0,3.8,Saginaw,MI,0.00451
Alabama,01015,450.9,435.1,467.2,647,stable,-0.2,-3.3,3.1,Calhoun,AL,0.004509
North Carolina,37163,450.9,429.7,473.0,351,stable,-2.1,-12.6,9.7,Sampson,NC,0.004509
Tennessee,47003,450.9,425.0,478.0,236,stable,-1.7,-6.3,3.2,Bedford,TN,0.004509
North Carolina,37013,450.9,427.6,475.2,315,falling,-6.1,-9.8,-2.3,Beaufort,NC,0.004509
Illinois,17097,450.9,443.9,457.9,3375,stable,1.2,-0.7,3.1,Lake,IL,0.004509
Georgia,13179,450.8,422.0,481.0,207,stable,-1.0,-2.1,0.2,Liberty,GA,0.004508
Nebraska,31137,450.7,397.1,510.0,56,stable,6.4,-3.9,17.9,Phelps,NE,0.004507
Iowa,19175,450.7,405.9,499.5,79,stable,-0.5,-1.0,0.0,Union,IA,0.004507
Missouri,29069,450.7,420.9,482.0,180,stable,3.4,-4.2,11.6,Dunklin,MO,0.004507
Ohio,39165,450.6,438.4,463.0,1081,stable,-1.6,-7.0,4.1,Warren,OH,0.0045060000000000005
Maine,23007,450.5,420.7,482.0,191,stable,3.6,-1.5,8.9,Franklin,ME,0.004505
New Jersey,34031,450.4,442.4,458.5,2489,falling,-0.8,-1.2,-0.4,Passaic,NJ,0.004504
Virginia,51117,450.4,422.4,479.9,224,stable,0.9,-9.1,12.1,Mecklenburg,VA,0.004504
Tennessee,47091,450.4,413.2,490.3,117,stable,1.1,-8.8,12.1,Johnson,TN,0.004504
California,06115,450.3,427.9,473.7,318,falling,-0.9,-1.6,-0.3,Yuba,CA,0.004503
Mississippi,28025,450.3,412.9,490.3,114,stable,0.5,-10.2,12.6,Clay,MS,0.004503
Ohio,39175,450.2,415.4,487.3,131,stable,-2.4,-10.7,6.7,Wyandot,OH,0.004502
Alabama,01095,450.2,432.6,468.4,512,stable,-0.6,-4.3,3.3,Marshall,AL,0.004502
Illinois,17083,450.2,415.7,487.0,133,stable,4.4,-9.8,20.8,Jersey,IL,0.004502
Missouri,29131,450.2,416.8,485.7,143,stable,-2.9,-11.6,6.7,Miller,MO,0.004502
Missouri,29103,450.2,372.2,541.2,26,stable,6.7,-8.6,24.4,Knox,MO,0.004502
Oklahoma,40103,450.2,402.0,502.8,67,stable,-1.8,-15.5,14.3,Noble,OK,0.004502
Tennessee,47045,450.1,422.5,479.2,207,stable,1.4,-0.2,3.1,Dyer,TN,0.004501000000000001
North Carolina,37113,450.1,424.0,477.6,266,stable,0.3,-7.7,8.9,Macon,NC,0.004501000000000001
Michigan,26121,450.1,437.0,463.6,938,stable,-0.8,-2.5,0.9,Muskegon,MI,0.004501000000000001
Missouri,29041,450.1,394.8,512.0,54,stable,1.7,-4.7,8.5,Chariton,MO,0.004501000000000001
Georgia,13081,450.1,415.0,487.4,131,stable,0.0,-1.3,1.3,Crisp,GA,0.004501000000000001
Ohio,39007,449.9,433.2,467.2,583,stable,-3.7,-7.5,0.3,Ashtabula,OH,0.0044989999999999995
Ohio,39153,449.9,442.6,457.3,3068,stable,0.9,-0.8,2.6,Summit,OH,0.0044989999999999995
Nebraska,31051,449.9,383.3,525.5,36,stable,3.1,-9.8,18.0,Dixon,NE,0.0044989999999999995
Illinois,17035,449.8,400.8,503.6,65,stable,-5.3,-13.8,4.1,Cumberland,IL,0.004498
Indiana,18175,449.8,417.6,483.9,153,stable,-4.2,-16.2,9.5,Washington,IN,0.004498
Alabama,01121,449.8,430.9,469.2,454,stable,-1.0,-5.8,4.1,Talladega,AL,0.004498
Indiana,18013,449.7,409.2,493.7,105,stable,-3.2,-18.2,14.5,Brown,IN,0.004497
Ohio,39161,449.7,418.8,482.4,167,stable,-2.2,-7.3,3.0,Van Wert,OH,0.004497
Ohio,39011,449.6,424.9,475.5,262,stable,-1.8,-8.6,5.4,Auglaize,OH,0.004496
Iowa,19001,449.5,393.1,512.8,51,stable,0.6,-0.3,1.5,Adair,IA,0.004495
New Mexico,35037,449.5,397.3,507.5,62,rising,0.9,0.1,1.8,Quay,NM,0.004495
North Carolina,37033,449.5,416.7,484.5,149,stable,-2.7,-10.5,5.9,Caswell,NC,0.004495
Ohio,39017,449.5,440.1,459.0,1821,falling,-2.6,-5.1,-0.1,Butler,OH,0.004495
Tennessee,47181,449.4,410.0,491.9,100,stable,0.2,-11.1,13.0,Wayne,TN,0.004494
Oregon,41035,449.4,429.0,470.5,403,stable,-0.6,-10.1,9.8,Klamath,OR,0.004494
Tennessee,47037,449.3,441.9,456.8,2948,stable,-0.1,-1.1,1.0,Davidson,TN,0.0044930000000000005
North Carolina,37119,449.3,443.0,455.6,4183,stable,-0.2,-1.0,0.6,Mecklenburg,NC,0.0044930000000000005
Nebraska,31019,449.2,422.6,477.1,223,stable,3.1,-2.8,9.4,Buffalo,NE,0.0044919999999999995
Oklahoma,40011,449.2,397.7,506.0,59,stable,-0.8,-8.9,8.0,Blaine,OK,0.0044919999999999995
South Carolina,45063,449.2,438.6,460.0,1426,stable,3.4,-1.4,8.4,Lexington,SC,0.0044919999999999995
Wisconsin,55115,449.2,424.5,475.1,265,stable,-4.8,-10.6,1.4,Shawano,WI,0.0044919999999999995
Alaska,02185,449.1,362.1,548.8,28,stable,0.1,-16.1,19.6,North Slope,AK,0.004491
North Dakota,38077,449.1,407.5,494.1,92,stable,7.2,-4.4,20.2,Richland,ND,0.004491
New York,36061,449.1,444.8,453.5,8448,falling,-1.4,-2.2,-0.6,New York,NY,0.004491
Virginia,51179,449.1,431.5,467.3,550,falling,-4.0,-7.3,-0.6,Stafford,VA,0.004491
Oklahoma,40013,449.0,423.4,475.8,243,falling,-4.1,-8.0,-0.1,Bryan,OK,0.00449
Idaho,16087,449.0,401.2,501.7,71,stable,-1.0,-2.4,0.4,Washington,ID,0.00449
Georgia,13135,449.0,441.7,456.3,3323,stable,-0.1,-0.3,0.1,Gwinnett,GA,0.00449
Iowa,19121,448.9,407.4,493.8,89,stable,-0.1,-0.8,0.7,Madison,IA,0.004489
Oklahoma,40033,448.9,383.6,522.9,36,stable,-1.2,-15.1,15.0,Cotton,OK,0.004489
Michigan,26147,448.9,435.6,462.4,930,stable,-0.8,-6.5,5.2,St Clair,MI,0.004489
Oklahoma,40125,448.9,428.3,470.1,375,stable,-0.6,-5.8,4.9,Pottawatomie,OK,0.004489
Missouri,29019,448.8,433.6,464.5,692,stable,-2.0,-7.1,3.3,Boone,MO,0.004488
Indiana,18073,448.8,419.3,479.9,180,stable,-0.7,-4.1,2.9,Jasper,IN,0.004488
Washington,53033,448.8,444.7,452.9,9748,falling,-1.4,-2.0,-0.8,King,WA,0.004488
North Carolina,37153,448.7,423.8,474.9,254,stable,-3.4,-10.9,4.7,Richmond,NC,0.004487
Oklahoma,40131,448.7,430.4,467.6,474,stable,1.2,-5.1,7.9,Rogers,OK,0.004487
Florida,12113,448.6,434.9,462.6,852,stable,-1.6,-5.3,2.3,Santa Rosa,FL,0.004486
Missouri,29229,448.6,410.6,489.3,111,stable,0.6,-4.7,6.2,Wright,MO,0.004486
Tennessee,47035,448.5,428.5,469.3,458,stable,-1.9,-8.4,5.0,Cumberland,TN,0.004485
West Virginia,54051,448.5,420.4,478.1,209,stable,-5.8,-11.4,0.2,Marshall,WV,0.004485
South Dakota,46057,448.4,377.4,529.0,31,stable,-0.8,-26.0,32.9,Hamlin,SD,0.004484
Florida,12041,448.3,408.3,491.5,102,falling,-8.8,-10.6,-7.0,Gilchrist,FL,0.004483
Missouri,29105,448.3,420.5,477.6,202,stable,0.1,-5.4,5.9,Laclede,MO,0.004483
Nebraska,31143,448.3,378.9,527.9,34,stable,-2.5,-14.5,11.1,Polk,NE,0.004483
Mississippi,28007,448.1,410.6,488.4,112,stable,1.1,-16.1,21.9,Attala,MS,0.004481000000000001
Louisiana,22071,448.1,438.7,457.7,1852,falling,-1.9,-3.1,-0.7,Orleans,LA,0.004481000000000001
Vermont,50025,448.1,423.5,473.9,279,stable,-3.0,-6.7,0.8,Windham,VT,0.004481000000000001
Wisconsin,55051,448.1,391.2,513.6,52,stable,2.2,-22.0,33.8,Iron,WI,0.004481000000000001
Texas,48361,448.1,429.3,467.5,443,stable,-0.6,-5.6,4.6,Orange,TX,0.004481000000000001
Tennessee,47011,448.1,431.2,465.5,553,stable,-1.1,-5.6,3.6,Bradley,TN,0.004481000000000001
Texas,48123,448.1,412.7,485.9,125,stable,-0.8,-4.2,2.7,De Witt,TX,0.004481000000000001
North Carolina,37101,448.0,434.2,462.1,851,stable,0.0,-2.8,2.7,Johnston,NC,0.00448
Georgia,13163,447.9,406.7,492.4,92,unknown,0.0,0.0,0.0,Jefferson,GA,0.0044789999999999995
Washington,53017,447.9,421.1,476.1,217,stable,-3.1,-9.7,4.0,Douglas,WA,0.0044789999999999995
Indiana,18055,447.9,419.6,477.7,197,stable,1.2,-11.4,15.5,Greene,IN,0.0044789999999999995
Wisconsin,55005,447.8,424.0,472.8,289,stable,2.0,-2.6,6.8,Barron,WI,0.004478
Tennessee,47081,447.8,414.0,483.8,136,stable,-1.0,-9.4,8.3,Hickman,TN,0.004478
Montana,30023,447.8,398.2,502.9,64,stable,-0.6,-15.9,17.4,Deer Lodge,MT,0.004478
Missouri,29219,447.8,418.6,478.6,185,stable,0.0,-9.5,10.5,Warren,MO,0.004478
Ohio,39041,447.8,434.1,461.8,865,stable,0.5,-4.1,5.2,Delaware,OH,0.004478
Nebraska,31119,447.8,418.4,478.7,185,stable,1.8,-5.0,9.0,Madison,NE,0.004478
Georgia,13253,447.7,394.6,506.8,57,stable,-0.2,-2.2,1.7,Seminole,GA,0.004477
Iowa,19009,447.7,385.4,518.7,42,stable,0.1,-0.7,0.9,Audubon,IA,0.004477
Nebraska,31067,447.4,413.7,483.5,142,stable,-0.8,-11.7,11.5,Gage,NE,0.004474
Mississippi,28033,447.4,433.0,462.1,766,stable,-1.8,-5.0,1.6,De Soto,MS,0.004474
Iowa,19157,447.3,409.5,488.0,114,stable,0.0,-0.6,0.5,Poweshiek,IA,0.004473
West Virginia,54067,447.3,415.6,480.9,162,stable,0.4,-8.4,10.2,Nicholas,WV,0.004473
Texas,48391,447.2,388.3,513.3,46,stable,2.2,-9.9,15.9,Refugio,TX,0.004472
North Carolina,37123,447.2,416.0,480.2,166,stable,-8.5,-17.3,1.3,Montgomery,NC,0.004472
Iowa,19037,447.1,401.1,497.4,76,stable,0.2,-0.3,0.8,Chickasaw,IA,0.004471
Oklahoma,40023,447.1,405.7,491.9,92,stable,-1.7,-6.4,3.3,Choctaw,OK,0.004471
Wisconsin,55035,447.1,429.2,465.5,498,stable,0.5,-4.8,6.1,Eau Claire,WI,0.004471
Oklahoma,40009,447.0,409.4,487.2,107,stable,4.2,-0.6,9.3,Beckham,OK,0.00447
Maine,23015,447.0,420.4,475.1,251,stable,0.0,-4.5,4.7,Lincoln,ME,0.00447
Michigan,26051,447.0,417.3,478.6,193,stable,-2.6,-9.2,4.4,Gladwin,MI,0.00447
Georgia,13125,446.9,353.1,559.3,17,unknown,0.0,0.0,0.0,Glascock,GA,0.004469
Texas,48145,446.9,407.5,489.3,99,stable,-2.5,-20.1,19.0,Falls,TX,0.004469
Florida,12091,446.8,434.2,459.6,1005,stable,-1.8,-6.4,3.0,Okaloosa,FL,0.004468
North Dakota,38067,446.7,387.5,513.4,48,stable,-1.9,-14.5,12.6,Pembina,ND,0.004467
Indiana,18125,446.7,402.3,495.3,78,stable,3.7,-17.7,30.7,Pike,IN,0.004467
Alabama,01089,446.7,437.3,456.3,1762,stable,2.1,-0.9,5.3,Madison,AL,0.004467
Virginia,51640,446.7,385.8,515.2,42,stable,3.7,-8.7,17.8,Galax City,VA,0.004467
Texas,48485,446.7,430.9,462.9,632,stable,0.6,-1.3,2.5,Wichita,TX,0.004467
Maryland,24017,446.6,431.3,462.4,691,stable,-0.1,-3.0,3.0,Charles,MD,0.004466
Arkansas,05083,446.6,412.4,483.1,134,stable,4.5,-7.7,18.3,Logan,AR,0.004466
Montana,30035,446.6,395.2,502.7,58,stable,-1.8,-20.1,20.7,Glacier,MT,0.004466
Florida,12015,446.5,434.7,458.7,1618,stable,-2.5,-9.9,5.6,Charlotte,FL,0.004465
North Carolina,37047,446.5,424.8,469.2,336,stable,-0.7,-5.2,4.0,Columbus,NC,0.004465
