Site Name,Site Score,State,normalized_county,Status,Latitude,Longitude
Bayou Bonfouca,29.78,Louisiana,St Tammany,NPL Site,30.282219,-89.784161
"Petro-Processors of Louisiana, Inc.",41.44,Louisiana,East Baton Rouge,NPL Site,30.583331,-91.24333100000001
"American Creosote Works, Inc. (Winnfield Plant)",50.7,Louisiana,Winn,NPL Site,31.918611,-92.634722
Agriculture Street Landfill,50.0,Louisiana,Orleans,NPL Site,29.98866,-90.040165
Madisonville Creosote Works,48.01,Louisiana,St Tammany,NPL Site,30.427221999999997,-90.198611
Marion Pressure Treating,50.0,Louisiana,Union,NPL Site,32.908333,-92.252944
Louisiana Army Ammunition Plant,30.26,Louisiana,Webster,NPL Site,32.5422,-93.421
"Combustion, Inc.",33.79,Louisiana,Livingston,NPL Site,30.5129,-90.8939
EVR-Wood Treating/Evangeline Refining Company,48.2,Louisiana,Acadia,NPL Site,30.248056,-92.6175
Delta Shipyard,48.05,Louisiana,Terrebonne,NPL Site,29.565818,-90.705141
Colonial Creosote,50.0,Louisiana,Washington,NPL Site,30.768056,-89.863889
SBA Shipyard ,50.0,Louisiana,Jefferson,NPL Site,30.160603000000002,-92.612236
American Creosote DeRidder,50.0,Louisiana,Beauregard,NPL Site,30.831692999999998,-93.276863
Baird & McGuire,66.35,Massachusetts,Norfolk,NPL Site,42.149719,-71.028611
Charles-George Reclamation Trust Landfill,47.2,Massachusetts,Middlesex,NPL Site,42.66945,-71.443339
Groveland Wells,40.74,Massachusetts,Essex,NPL Site,42.753331,-71.038889
Hocomonco Pond,44.8,Massachusetts,Worcester,NPL Site,42.272781,-71.65083100000001
Industri-Plex,72.42,Massachusetts,Middlesex,NPL Site,42.516669,-71.141669
New Bedford Site,0.0,Massachusetts,Bristol,NPL Site,41.643171,-70.919887
Nyanza Chemical Waste Dump,69.22,Massachusetts,Middlesex,NPL Site,42.258611,-71.473611
PSC Resources,38.66,Massachusetts,Hampden,NPL Site,42.153331,-72.330281
"Re-Solve, Inc.",47.71,Massachusetts,Bristol,NPL Site,41.688061,-71.033889
Rose Disposal Pit,33.03,Massachusetts,Berkshire,NPL Site,42.5055,-73.2748
Silresim Chemical Corp.,42.72,Massachusetts,Middlesex,NPL Site,42.628889,-71.313889
"W.R. Grace & Co., Inc. (Acton Plant)",59.31,Massachusetts,Middlesex,NPL Site,42.45055,-71.42778100000001
Wells G&H,42.71,Massachusetts,Middlesex,NPL Site,42.494719,-71.130839
Haverhill Municipal Landfill,30.29,Massachusetts,Essex,NPL Site,42.753889,-71.046669
Iron Horse Park,42.93,Massachusetts,Middlesex,NPL Site,42.583331,-71.26526899999999
Sullivan's Ledge,32.77,Massachusetts,Bristol,NPL Site,41.654719,-70.957219
Otis Air National Guard Base/Camp Edwards,45.92,Massachusetts,Barnstable,NPL Site,41.651666,-70.521388
Atlas Tack Corp.,42.6,Massachusetts,Bristol,NPL Site,41.635560999999996,-70.89445
Fort Devens,42.24,Massachusetts,Middlesex,NPL Site,42.536111,-71.596111
Blackburn and Union Privileges,50.0,Massachusetts,Norfolk,NPL Site,42.138749,-71.251667
Hanscom Field/Hanscom Air Force Base,50.0,Massachusetts,Middlesex,NPL Site,42.470665999999994,-71.28944399999999
"Natick Laboratory Army Research, Development, and Engineering Center",50.0,Massachusetts,Middlesex,NPL Site,42.288889000000005,-71.36361099999999
Naval Weapons Industrial Reserve Plant,50.0,Massachusetts,Middlesex,NPL Site,42.478889,-71.290277
South Weymouth Naval Air Station,50.0,Massachusetts,Norfolk,NPL Site,42.155277000000005,-70.93347
"Nuclear Metals, Inc.",58.31,Massachusetts,Middlesex,NPL Site,42.441666999999995,-71.421944
Sutton Brook Disposal Area,57.12,Massachusetts,Middlesex,NPL Site,42.598222,-71.183194
Olin Chemical,50.0,Massachusetts,Middlesex,NPL Site,42.528056,-71.153889
Creese & Cook Tannery (Former),60.57,Massachusetts,Essex,NPL Site,42.553111,-70.926722
Walton & Lonsbury Inc.,58.3,Massachusetts,Bristol,NPL Site,41.957583,-71.297139
BJAT LLC,41.91,Massachusetts,Norfolk,NPL Site,42.074417,-71.41080600000001
"Microfab, Inc. (Former)",50.0,Massachusetts,Essex,NPL Site,42.842394,-70.95984200000001
Limestone Road,30.54,Maryland,Allegany,NPL Site,39.626389,-78.722219
"Sand, Gravel and Stone",41.08,Maryland,Cecil,NPL Site,39.615281,-75.896389
DuPage County Landfill/Blackwell Forest,35.57,Illinois,Du Page,NPL Site,41.8326,-88.1787
Southeast Rockford Ground Water Contamination,42.24,Illinois,Winnebago,NPL Site,42.230689,-89.071111
Amoco Chemicals (Joliet Landfill),39.44,Illinois,Will,NPL Site,41.441669,-88.172781
"Interstate Pollution Control, Inc.",46.01,Illinois,Winnebago,NPL Site,42.24100000000001,-89.098
Central Illinois Public Service Co.,28.95,Illinois,Christian,NPL Site,39.5404,-89.2975
Woodstock Municipal Landfill,50.1,Illinois,Henry,NPL Site,42.2923,-88.4402
MIG/Dewane Landfill,49.91,Illinois,Boone,NPL Site,42.255917,-88.806944
"Lenz Oil Service, Inc.",42.33,Illinois,Du Page,NPL Site,41.7068,-87.9422
Adams County Quincy Landfills 2&3,34.21,Illinois,Adams,NPL Site,39.929444000000004,-91.268472
Beloit Corp.,52.08,Illinois,Winnebago,NPL Site,42.468610999999996,-89.06555
Ottawa Radiation Areas,50.0,Illinois,La Salle,NPL Site,41.351667,-88.836111
Jennison-Wright Corporation,40.3,Illinois,Madison,NPL Site,38.708333,-90.1525
DePue/New Jersey Zinc/Mobil Chemical Corp.,70.71,Illinois,Bureau,NPL Site,41.327778,-89.304167
Indian Refinery-Texaco Lawrenceville,56.67,Illinois,Lawrence,NPL Site,38.715556,-87.682222
Matthiessen and Hegeler Zinc Company,50.0,Illinois,La Salle,NPL Site,41.34215,-89.083067
Savanna Army Depot Activity,42.2,Illinois,Jo Daviess,NPL Site,42.21,-90.313331
Joliet Army Ammunition Plant (Load-Assembly-Packing Area),35.23,Illinois,Will,NPL Site,41.3662,-88.0772
Hegeler Zinc,50.0,Illinois,Vermilion,NPL Site,40.076322,-87.650092
Lake Calumet Cluster,30.0,Illinois,Cook,NPL Site,41.679444000000004,-87.568889
ASARCO Taylor Springs,30.0,Illinois,Montgomery,NPL Site,39.118677000000005,-89.50545799999999
Eagle Zinc Co Div T L Diamond,50.0,Illinois,Montgomery,NPL Site,39.161167,-89.476417
Chemetco,30.0,Illinois,Madison,NPL Site,38.799,-90.098
Sandoval Zinc Company,30.0,Illinois,Marion,NPL Site,38.613061,-89.108251
Bautsch-Gray Mine,48.97,Illinois,Jo Daviess,NPL Site,42.357422,-90.398569
Estech General Chemical Company,30.0,Illinois,Cook,NPL Site,41.628303,-87.526905
Old American Zinc Plant,30.0,Illinois,St Clair,NPL Site,38.648,-90.09899999999999
Schroud Property,50.0,Illinois,Cook,NPL Site,41.662606,-87.543503
Envirochem Corp.,46.44,Indiana,Boone,NPL Site,40.03,-86.278339
Fisher-Calo,52.05,Indiana,La Porte,NPL Site,41.5081,-86.6709
Fort Wayne Reduction Dump,42.47,Indiana,Allen,NPL Site,41.075,-85.06666899999999
Lake Sandy Jo (M&M Landfill),38.21,Indiana,Lake,NPL Site,41.570839,-87.382231
Lemon Lane Landfill,29.31,Indiana,Monroe,NPL Site,39.1731,-86.5598
Main Street Well Field,42.49,Indiana,Elkhart,NPL Site,41.696389,-85.979161
Marion (Bragg) Dump,35.25,Indiana,Grant,NPL Site,40.537781,-85.633061
MIDCO I,46.44,Indiana,Lake,NPL Site,41.5895,-87.4284
MIDCO II,30.16,Indiana,Lake,NPL Site,41.622780999999996,-87.408611
Neal's Landfill (Bloomington),42.93,Indiana,Monroe,NPL Site,39.1667,-86.6405
Ninth Avenue Dump,40.32,Indiana,Lake,NPL Site,41.5934,-87.429
Reilly Tar & Chemical Corp. (Indianapolis Plant),34.03,Indiana,Marion,NPL Site,39.740281,-86.218331
Seymour Recycling Corp.,0.0,Indiana,Jackson,NPL Site,38.9352,-85.9213
Wayne Waste Oil,42.33,Indiana,Whitley,NPL Site,41.1525,-85.476111
"American Chemical Service, Inc.",34.98,Indiana,Lake,NPL Site,41.5142,-87.4191
Bennett Stone Quarry,32.55,Indiana,Monroe,NPL Site,39.1902,-86.5612
"Northside Sanitary Landfill, Inc.",46.04,Indiana,Boone,NPL Site,40.028331,-86.273331
"Douglass Road/Uniroyal, Inc., Landfill",36.61,Indiana,St Joseph,NPL Site,41.7132,-86.1926
Himco Dump,42.31,Indiana,Elkhart,NPL Site,41.7073,-86.0084
"Tippecanoe Sanitary Landfill, Inc",42.24,Indiana,Tippecanoe,NPL Site,40.456111,-86.872219
"Lakeland Disposal Service, Inc.",34.1,Indiana,Kosciusko,NPL Site,41.1475,-85.91721899999999
Conrail Rail Yard (Elkhart),42.24,Indiana,Elkhart,NPL Site,41.6634,-86.0115
Continental Steel Corp.,31.85,Indiana,Howard,NPL Site,40.474169,-86.156299
Galen Myers Dump/Drum Salvage,42.24,Indiana,St Joseph,NPL Site,41.695839,-86.0875
Cam-Or Inc.,58.91,Indiana,La Porte,NPL Site,41.546528,-86.89930600000001
Prestolite Battery Division,40.63,Indiana,Knox,NPL Site,38.691669,-87.501661
Jacobsville Neighborhood Soil Contamination,35.52,Indiana,Vanderburgh,NPL Site,37.979296999999995,-87.563989
Elm Street Ground Water Contamination,50.0,Indiana,Vigo,NPL Site,39.476586,-87.41431899999999
Lusher Street Ground Water Contamination,50.0,Indiana,Elkhart,NPL Site,41.672922,-85.996225
"U.S. Smelter and Lead Refinery, Inc.",58.31,Indiana,Lake,NPL Site,41.616758000000004,-87.464046
Lane Street Ground Water Contamination,40.53,Indiana,Elkhart,NPL Site,41.716846999999994,-85.921006
Gary Development Landfill,30.0,Indiana,Lake,NPL Site,41.614061,-87.426447
Pike and Mulberry Streets PCE Plume,50.0,Indiana,Morgan,NPL Site,39.428661,-86.431789
Beck's Lake,50.0,Indiana,St Joseph,NPL Site,41.676581,-86.297514
Garden City Ground Water Plume,50.0,Indiana,Bartholomew,NPL Site,39.186075,-85.930472
Keystone Corridor Ground Water Contamination,50.0,Indiana,Marion,NPL Site,39.834722,-86.121667
North Shore Drive,50.0,Indiana,Elkhart,NPL Site,41.684722,-86.055
Kokomo Contaminated Ground Water Plume,50.0,Indiana,Howard,NPL Site,40.479444,-86.11412800000001
Broadway Street Corridor Groundwater Contamination,50.0,Indiana,Madison,NPL Site,40.1184,-85.6789
Franklin Street Groundwater Contamination,50.0,Indiana,Owen,NPL Site,39.2849,-86.7645
Cliff Drive Groundwater Contamination,50.0,Indiana,Cass,NPL Site,40.7432,-86.3803
Doepke Disposal (Holliday),47.46,Kansas,Johnson,NPL Site,39.033331,-94.8
Cherokee County,58.15,Kansas,Cherokee,NPL Site,37.003889,-94.82388900000001
Strother Field Industrial Park,33.62,Kansas,Cowley,NPL Site,37.170831,-97.03193900000001
Obee Road,33.62,Kansas,Reno,NPL Site,38.063889,-97.851389
Pester Refinery Co.,30.16,Kansas,Butler,NPL Site,37.8438,-96.8574
Formosa Mine,50.0,Oregon,Douglas,NPL Site,42.854471999999994,-123.38261100000001
Black Butte Mine,50.0,Oregon,Lane,NPL Site,43.579516,-123.06680800000001
North Ridge Estates,0.0,Oregon,Klamath,NPL Site,42.2648,-121.7465
Blosenski Landfill,30.57,Pennsylvania,Chester,NPL Site,40.02,-75.91055
Centre County Kepone,45.09,Pennsylvania,Centre,NPL Site,40.823611,-77.80833100000001
Douglassville Disposal,55.18,Pennsylvania,Berks,NPL Site,40.2575,-75.735281
Drake Chemical,38.52,Pennsylvania,Clinton,NPL Site,41.129169,-77.443611
Fischer & Porter Co.,29.07,Pennsylvania,Bucks,NPL Site,40.183889,-75.0925
Havertown PCP,38.34,Pennsylvania,Delaware,NPL Site,39.982781,-75.318611
Heleva Landfill,50.23,Pennsylvania,Lehigh,NPL Site,40.670831,-75.5625
Kimberton,29.44,Pennsylvania,Chester,NPL Site,40.12695,-75.575
Lindane Dump,51.62,Pennsylvania,Allegheny,NPL Site,40.6257,-79.7155
Lord-Shope Landfill,38.89,Pennsylvania,Erie,NPL Site,41.977781,-80.3525
Malvern TCE,46.69,Pennsylvania,Chester,NPL Site,40.061669,-75.56805
Metal Banks,33.23,Pennsylvania,Philadelphia,NPL Site,40.024169,-75.027781
Mill Creek Dump,49.31,Pennsylvania,Erie,NPL Site,42.093331,-80.152781
Old City of York Landfill,33.93,Pennsylvania,York,NPL Site,39.840281,-76.75971899999999
Osborne Landfill,54.6,Pennsylvania,Mercer,NPL Site,41.161111,-80.05833100000001
Palmerton Zinc Pile,42.93,Pennsylvania,Carbon,NPL Site,40.808331,-75.583339
Stanley Kessler,33.89,Pennsylvania,Montgomery,NPL Site,40.083889,-75.355
Berks Sand Pit,32.02,Pennsylvania,Berks,NPL Site,40.4646,-75.6273
East Mount Zion,41.01,Pennsylvania,York,NPL Site,40.0075,-76.66528100000001
Henderson Road,41.69,Pennsylvania,Montgomery,NPL Site,40.086939,-75.35555
Walsh Landfill,33.64,Pennsylvania,Chester,NPL Site,40.119719,-75.91528100000001
Raymark,53.42,Pennsylvania,Montgomery,NPL Site,40.179719,-75.098611
Industrial Lane,42.47,Pennsylvania,Northampton,NPL Site,40.665831,-75.228611
Tysons Dump,63.1,Pennsylvania,Montgomery,NPL Site,40.111389,-75.36278100000001
Letterkenny Army Depot (SE Area),34.21,Pennsylvania,Franklin,NPL Site,39.9957,-77.6444
Modern Sanitation Landfill,33.93,Pennsylvania,York,NPL Site,39.960561,-76.5925
MW Manufacturing,46.44,Pennsylvania,Montour,NPL Site,40.99,-76.641669
Brown's Battery Breaking,37.34,Pennsylvania,Berks,NPL Site,40.519439,-76.001389
Hunterstown Road,48.27,Pennsylvania,Adams,NPL Site,39.85305,-77.20611099999999
Westinghouse Elevator Co. Plant,36.37,Pennsylvania,Adams,NPL Site,39.857219,-77.24
Whitmoyer Laboratories,46.25,Pennsylvania,Lebanon,NPL Site,40.364719,-76.325
"Delta Quarries & Disposal, Inc./Stotler Landfill",41.08,Pennsylvania,Blair,NPL Site,40.553611,-78.35445
Shriver's Corner,46.13,Pennsylvania,Adams,NPL Site,39.8999,-77.2055
Keystone Sanitation Landfill,33.76,Pennsylvania,Adams,NPL Site,39.72445,-77.036111
Croydon TCE,31.6,Pennsylvania,Bucks,NPL Site,40.084934000000004,-74.8892
Revere Chemical Co.,31.31,Pennsylvania,Bucks,NPL Site,40.502781,-75.16888900000001
Bendix Flight Systems Division,33.74,Pennsylvania,Susquehanna,NPL Site,41.797360999999995,-75.88625
Bally Ground Water Contamination,37.93,Pennsylvania,Berks,NPL Site,40.3984,-75.5933
"CryoChem, Inc.",28.58,Pennsylvania,Berks,NPL Site,40.317219,-75.69166899999999
Eastern Diversified Metals,31.02,Pennsylvania,Schuylkill,NPL Site,40.829439,-75.9975
Naval Air Development Center (8 Waste Areas),57.93,Pennsylvania,Bucks,NPL Site,40.1996,-75.0642
Hellertown Manufacturing Co.,51.91,Pennsylvania,Northampton,NPL Site,40.595417,-75.340947
Novak Sanitary Landfill,42.31,Pennsylvania,Lehigh,NPL Site,40.6332,-75.5611
Commodore Semiconductor Group,42.35,Pennsylvania,Montgomery,NPL Site,40.1241,-75.4194
Saegertown Industrial Area,33.62,Pennsylvania,Crawford,NPL Site,41.71884,-80.142972
Avco Lycoming (Williamsport Division),42.24,Pennsylvania,Lycoming,NPL Site,41.244031,-77.041111
Bell Landfill,34.79,Pennsylvania,Bradford,NPL Site,41.633061,-76.389169
William Dick Lagoons,36.64,Pennsylvania,Chester,NPL Site,40.041939,-75.898061
Boarhead Farms,39.92,Pennsylvania,Bucks,NPL Site,40.545831,-75.125
Westinghouse Electric Corp. (Sharon Plant),41.33,Pennsylvania,Mercer,NPL Site,41.2434,-80.5058
Occidental Chemical Corp./Firestone Tire & Rubber Co.,45.91,Pennsylvania,Montgomery,NPL Site,40.232081,-75.61416899999999
North Penn - Area 1,35.57,Pennsylvania,Montgomery,NPL Site,40.3108,-75.3252
North Penn - Area 12,28.9,Pennsylvania,Montgomery,NPL Site,40.1807,-75.3537
North Penn - Area 7,35.57,Pennsylvania,Montgomery,NPL Site,40.218061,-75.278889
North Penn - Area 6,35.57,Pennsylvania,Montgomery,NPL Site,40.248331,-75.29563900000001
North Penn - Area 2,35.57,Pennsylvania,Montgomery,NPL Site,40.293889,-75.297781
North Penn - Area 5,35.57,Pennsylvania,Montgomery,NPL Site,40.2721,-75.2451
Tonolli Corp.,46.58,Pennsylvania,Carbon,NPL Site,40.850561,-75.881111
Butz Landfill,32.0,Pennsylvania,Monroe,NPL Site,41.0335,-75.3438
"Jacks Creek/Sitkin Smelting & Refining, Inc.",40.37,Pennsylvania,Mifflin,NPL Site,40.641531,-77.47528100000001
Elizabethtown Landfill,28.98,Pennsylvania,Lancaster,NPL Site,40.132781,-76.608189
A.I.W. Frank/Mid-County Mustang,42.4,Pennsylvania,Chester,NPL Site,40.031811,-75.6032
Tobyhanna Army Depot,37.93,Pennsylvania,Monroe,NPL Site,41.19305,-75.419439
Dublin TCE Site,28.9,Pennsylvania,Bucks,NPL Site,40.370892,-75.204897
Ohio River Park,42.24,Pennsylvania,Allegheny,NPL Site,40.518611,-80.1525
Crossley Farm,29.66,Pennsylvania,Berks,NPL Site,40.435417,-75.620611
American Thermostat Co.,33.61,New York,Greene,NPL Site,42.266939,-73.94111099999999
Brewster Well Field,37.93,New York,Putnam,NPL Site,41.401669,-73.6
"Facet Enterprises, Inc.",46.67,New York,Chemung,NPL Site,42.1325,-76.829169
Tooele Army Depot (North Area),53.95,Utah,Tooele,NPL Site,40.541669,-112.375
Shenandoah Road Ground Water Contamination,50.0,New York,Dutchess,NPL Site,41.526111,-73.792222
"Rodale Manufacturing Co., Inc.",50.0,Pennsylvania,Lehigh,NPL Site,40.531110999999996,-75.49333299999999
GE Moreau,58.21,New York,Saratoga,NPL Site,43.28305,-73.62916899999999
Hooker (S Area),51.62,New York,Niagara,NPL Site,43.0757,-79.0054
Kentucky Avenue Well Field,39.65,New York,Chemung,NPL Site,42.145831,-76.828331
"Mercury Refining, Inc.",44.58,New York,Albany,NPL Site,42.689719000000004,-73.80416899999999
Old Bethpage Landfill,58.83,New York,Nassau,NPL Site,40.756939,-73.44721899999999
Olean Well Field,44.46,New York,Cattaraugus,NPL Site,42.069439,-78.404719
Pollution Abatement Services,0.0,New York,Oswego,NPL Site,43.47,-76.483331
Port Washington Landfill,45.46,New York,Nassau,NPL Site,40.81805,-73.666661
Ramapo Landfill,44.73,New York,Rockland,NPL Site,41.14,-74.161389
Sinclair Refinery,53.9,New York,Allegany,NPL Site,42.1088,-77.9416
Solvent Savers,34.78,New York,Chenango,NPL Site,42.665,-75.876661
York Oil Co.,47.7,New York,Franklin,NPL Site,44.8225,-74.5751
General Motors (Central Foundry Division),40.71,New York,St Lawrence,NPL Site,44.983889000000005,-74.732781
Hudson River PCBs,54.66,New York,Rensselaer,NPL Site,43.1102,-73.5765
Vestal Water Supply Well 1-1,37.93,New York,Broome,NPL Site,42.0902,-76.0557
Sarney Farm,33.2,New York,Dutchess,NPL Site,41.75555,-73.561389
Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,41.6,New York,Nassau,NPL Site,40.7575,-73.50416899999999
"Mattiace Petrochemical Co., Inc.",31.9,New York,Nassau,NPL Site,40.8608,-73.6432
Carroll & Dubies Sewage Disposal,33.74,New York,Orange,NPL Site,41.3942,-74.6681
Cortese Landfill,32.11,New York,Sullivan,NPL Site,41.600561,-75.065
Liberty Industrial Finishing,50.65,New York,Nassau,NPL Site,40.72625,-73.44888900000001
Johnstown City Landfill,48.36,New York,Fulton,NPL Site,43.043061,-74.393061
Volney Municipal Landfill,32.89,New York,Oswego,NPL Site,43.36055,-76.37916899999999
Claremont Polychemical,31.62,New York,Nassau,NPL Site,40.7576,-73.4432
"Tri-Cities Barrel Co., Inc.",44.06,New York,Broome,NPL Site,42.15805,-75.811939
Endicott Village Well Field,35.57,New York,Broome,NPL Site,42.086110999999995,-76.086111
Applied Environmental Services,41.15,New York,Nassau,NPL Site,40.823054,-73.646693
Colesville Municipal Landfill,30.26,New York,Broome,NPL Site,42.160419,-75.58945
"Goldisc Recordings, Inc.",33.39,New York,Suffolk,NPL Site,40.7745,-73.0647
Hertel Landfill,33.62,New York,Ulster,NPL Site,41.688061,-74.038889
Preferred Plating Corp.,35.06,New York,Suffolk,NPL Site,40.7158,-73.4253
"Nepera Chemical Co., Inc.",39.87,New York,Orange,NPL Site,41.4643,-74.2447
Byron Barrel & Drum,37.27,New York,Genesee,NPL Site,43.1191,-78.1103
FMC Corp. (Dublin Road Landfill),32.9,New York,Orleans,NPL Site,43.2172,-78.4417
"Robintech, Inc./National Pipe Co.",30.75,New York,Broome,NPL Site,42.1049,-75.9922
Haviland Complex,33.62,New York,Dutchess,NPL Site,41.771111,-73.908061
Griffiss Air Force Base,34.2,New York,Oneida,NPL Site,43.233331,-75.416661
Richardson Hill Road Landfill/Pond,34.86,New York,Delaware,NPL Site,42.252781,-75.249169
Malta Rocket Fuel Area,33.62,New York,Saratoga,NPL Site,42.963889,-73.75833100000001
Genzale Plating Co.,33.79,New York,Nassau,NPL Site,40.7153,-73.6777
Rowe Industries Ground Water Contamination,31.94,New York,Suffolk,NPL Site,40.982781,-72.3
Islip Municipal Sanitary Landfill,33.39,New York,Suffolk,NPL Site,40.8178,-73.1829
Circuitron Corp.,54.27,New York,Suffolk,NPL Site,40.7495,-73.4195
Sidney Landfill,29.36,New York,Delaware,NPL Site,42.2577,-75.243
"Jones Chemicals, Inc.",33.62,New York,Livingston,NPL Site,42.976531,-77.845561
Rosen Brothers Scrap Yard/Dump,51.35,New York,Cortland,NPL Site,42.591669,-76.17528100000001
Niagara Mohawk Power Corp. (Saratoga Spings Plant),35.48,New York,Saratoga,NPL Site,43.09,-73.776111
Plattsburgh Air Force Base,30.34,New York,Clinton,NPL Site,44.6575,-73.46471899999999
Seneca Army Depot,35.52,New York,Seneca,NPL Site,42.75,-76.85445
Brookhaven National Laboratory (USDOE),39.92,New York,Suffolk,NPL Site,40.86,-72.86958299999999
"Sealand Restoration, Inc.",29.36,New York,St Lawrence,NPL Site,44.703610999999995,-75.361531
Forest Glen Mobile Home Subdivision,0.0,New York,Niagara,NPL Site,43.1127,-78.9995
Li Tungsten Corp.,50.0,New York,Nassau,NPL Site,40.860929,-73.640773
Onondaga Lake,50.0,New York,Onondaga,NPL Site,43.069444,-76.208056
GCL Tie and Treating Inc.,48.54,New York,Delaware,NPL Site,42.300554999999996,-75.413333
Little Valley,0.0,New York,Cattaraugus,NPL Site,42.236667,-78.766944
Fulton Avenue,33.08,New York,Nassau,NPL Site,40.737337,-73.657844
Lehigh Valley Railroad,50.0,New York,Genesee,NPL Site,42.992028000000005,-77.933306
Computer Circuits,50.0,New York,Suffolk,NPL Site,40.813194,-73.24611
Mohonk Road Industrial Plant,50.0,New York,Ulster,NPL Site,41.816666999999995,-74.13444
Smithtown Ground Water Contamination,50.0,New York,Suffolk,NPL Site,40.887806,-73.174778
Stanton Cleaners Area Ground Water Contamination,35.76,New York,Nassau,NPL Site,40.782361,-73.734139
"Lawrence Aviation Industries, Inc.",50.0,New York,Suffolk,NPL Site,40.928139,-73.069194
Old Roosevelt Field Contaminated Ground Water Area,50.0,New York,Nassau,NPL Site,40.733610999999996,-73.618472
American Crossarm & Conduit Co.,30.44,Washington,Lewis,NPL Site,46.656939,-122.9689
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",50.0,Pennsylvania,Montgomery,NPL Site,40.081666999999996,-75.3425
Gilt Edge Mine,50.0,South Dakota,Lawrence,NPL Site,44.328056,-103.674306
"MacKenzie Chemical Works, Inc.",50.0,New York,Suffolk,NPL Site,40.788889000000005,-73.205278
Landfill & Development Co.,33.62,New Jersey,Burlington,NPL Site,39.980561,-74.770839
Wasatch Chemical Co. (Lot 6),49.91,Utah,Salt Lake,NPL Site,40.7226,-111.8747
Nascolite Corp.,51.13,New Jersey,Cumberland,NPL Site,39.422219,-75.032781
"Crown Cleaners of Watertown, Inc.",49.0,New York,Jefferson,NPL Site,44.022944,-75.651861
Centralia Municipal Landfill,36.36,Washington,Lewis,NPL Site,46.696669,-122.9633
Foote Mineral Co.,50.0,Pennsylvania,Chester,NPL Site,40.04,-75.585278
Monticello Mill Tailings (USDOE),35.86,Utah,San Juan,NPL Site,37.863331,-109.3483
North Market Street,32.61,Washington,Spokane,NPL Site,47.7297,-117.3626
Utah Power & Light/American Barrel Co.,37.93,Utah,Salt Lake,NPL Site,40.7704,-111.9055
Cayuga County Ground Water Contamination,50.0,New York,Cayuga,NPL Site,42.880556,-76.6425
"Radiation Technology, Inc.",42.56,New Jersey,Morris,NPL Site,40.970831,-74.50555
Pasco Sanitary Landfill,44.46,Washington,Franklin,NPL Site,46.255281,-119.0478
Shieldalloy Corp.,58.75,New Jersey,Gloucester,NPL Site,39.543061,-75.02221899999999
Hanford 300-Area (USDOE),65.23,Washington,Benton,NPL Site,46.3703,-119.2752
Murray-Ohio Dump,46.44,Tennessee,Lawrence,NPL Site,35.2275,-87.361111
Diaz Chemical Corporation,50.0,New York,Orleans,NPL Site,43.222944,-78.029278
UGI Columbia Gas Plant,50.78,Pennsylvania,Lancaster,NPL Site,40.026207,-76.498389
Velsicol Chemical Corp. (Hardeman County),47.71,Tennessee,Hardeman,NPL Site,35.381939,-88.926389
Navy Ships Parts Control Center,50.0,Pennsylvania,Cumberland,NPL Site,40.223888,-76.99361
Peninsula Boulevard Ground Water Plume,50.0,New York,Nassau,NPL Site,40.642806,-73.706417
Hanford 100-Area (USDOE),46.38,Washington,Benton,NPL Site,46.7011,-119.4829
Hanford 200-Area (USDOE),69.05,Washington,Benton,NPL Site,46.563331,-119.6049
Hopewell Precision Area Contamination,50.0,New York,Dutchess,NPL Site,41.6116,-73.781481
Milan Army Ammunition Plant,58.15,Tennessee,Carroll,NPL Site,35.867781,-88.696111
Woodland Route 532 Dump,34.98,New Jersey,Burlington,NPL Site,39.829169,-74.492231
Butler Mine Tunnel,49.51,Pennsylvania,Luzerne,NPL Site,41.3268,-75.7899
"American Creosote Works, Inc. (Jackson Plant)",35.22,Tennessee,Madison,NPL Site,35.61,-88.8355
Jacobs Smelter,50.0,Utah,Tooele,NPL Site,40.454167,-112.358333
General Electric Co. (Spokane Shop),57.8,Washington,Spokane,NPL Site,47.6729,-117.3441
Willow Grove Naval Air and Air Reserve Station,50.0,Pennsylvania,Montgomery,NPL Site,40.19222,-75.1475
"Vineland Chemical Co., Inc.",59.16,New Jersey,Cumberland,NPL Site,39.510281,-75.056661
Mallory Capacitor Co.,29.44,Tennessee,Wayne,NPL Site,35.317638,-87.758611
Gowanus Canal,50.0,New York,Kings,NPL Site,40.681639000000004,-73.98733299999999
Newtown Creek,50.0,New York,Kings,NPL Site,40.715192,-73.930762
Bountiful/Woods Cross 5th South PCE Plume,50.0,Utah,Davis,NPL Site,40.887221999999994,-111.90388899999999
Fort Lewis Logistics Center,35.48,Washington,Pierce,NPL Site,47.1142,-122.5365
Arlington Blending & Packaging,39.03,Tennessee,Shelby,NPL Site,35.2996,-89.6577
Black River PCBs,48.03,New York,Jefferson,NPL Site,43.984269,-75.627753
"Breslube-Penn, Inc",50.0,Pennsylvania,Allegheny,NPL Site,40.501389,-80.146389
Wrigley Charcoal Plant,36.14,Tennessee,Hickman,NPL Site,35.9025,-87.35319399999999
Bangor Naval Submarine Base,55.91,Washington,Kitsap,NPL Site,47.699,-122.7131
Carrier Air Conditioning Co.,48.91,Tennessee,Shelby,NPL Site,35.043331,-89.690411
Dewey Loeffel Landfill,50.0,New York,Rensselaer,NPL Site,42.560957,-73.560496
